new_index,Pris,address,zipcode,m2,rooms
1927, 4.250.000, Rodosvej 6,2300 København S,85,4
1928, 4.298.000, Mariane Thomsens Gade 36,8000 Aarhus C,103,3
1929, 4.795.000, Gasværksvej 7,1656 København V,74,3
1930, 4.995.000, Australiensvej 17,2100 København Ø,82,2
1931, 5.395.000, Ingrid Marievej 66,2500 Valby,114,4
1932, 5.495.000, Gormsgade 11,2200 København N,94,3
1933, 5.495.000, Klaksvigsgade 8,2300 København S,94,3
1934, 5.498.000, Thad Jones Vej 6,2450 København SV,106,3
1935, 7.250.000, Mathildevej 12,2000 Frederiksberg,119,4
1936, 7.250.000, Strandboulevarden 145,2100 København Ø,118,5
1937, 7.495.000, Frederiksvej 1A,2000 Frederiksberg,149,5
1938, 7.495.000, Kaffevej 41,2610 Rødovre,130,4
1939, 11.495.000, Drosselvej 57A,2000 Frederiksberg,142,4
1940, 545.000, Bavnehøjvej 3 st tv ,8500 Grenaa,70,3
1941, 595.000, Haraldsgade 15A,7400 Herning,45,2
1942, 875.000, Sankt Jørgens Vej 22,5700 Svendborg,52,2
1943, 1.295.000, Pebermyntevej 7,8800 Viborg,107,4
1944, 1.345.000, Thomas B. Thriges Gade 83 4 1 ,5000 Odense C,47,1
1945, 1.395.000, Gyldenløvesgade 2A,5000 Odense C,65,2
1946, 1.395.000, Topperne 8,2620 Albertslund,49,2
1947, 1.495.000, Badstuevej 1,3200 Helsinge,59,2
1948, 1.550.000, Fredericiagade 2,9000 Aalborg,60,2
1949, 1.595.000, Saven A 6,2630 Taastrup,57,2
1950, 1.650.000, Holbækvej 26,4000 Roskilde,65,3
1951, 1.650.000, Blåbærhaven 1,2980 Kokkedal,65,2
1952, 1.695.000, Færøgade 53,9000 Aalborg,83,3
1953, 1.795.000, Steen Blichers Gade 1E ,8900 Randers C,100,3
1954, 1.800.000, Byagervej 113,3460 Birkerød,66,2
1955, 1.895.000, Vejlesøparken 1,2840 Holte,64,2
1956, 1.998.000, Højagerparken 12,2750 Ballerup,61,3
1957, 2.145.000, Gammel Bagsværdvej 24A,2800 Kongens Lyngby,56,2
1958, 2.195.000, Østerbrogade 116 6 ,9400 Nørresundby,105,3
1959, 2.245.000, Brandholms Alle 32D,2610 Rødovre,58,2
1960, 2.295.000, Kastrupvej 84,2300 København S,52,2
1961, 2.295.000, Ordrupvej 4,8000 Aarhus C,58,2
1962, 2.295.000, Boholtevej 3,4600 Køge,94,4
1963, 2.295.000, Boholtevej 3,4600 Køge,94,4
1964, 2.350.000, Vester Allé 24A,8000 Aarhus C,49,2
1965, 2.495.000, Frederikssundsvej 68G 1 tv ,2400 København NV,54,2
1966, 2.495.000, Dalstrøget 85,2870 Dyssegård ,59,2
1967, 2.495.000, Østre Stationsvej 44,5000 Odense C,90,3
1968, 2.498.000, Skovgaardsgade 16,8000 Aarhus C,53,2
1969, 2.525.000, Morescosvej 12,2920 Charlottenlund,46,2
1970, 2.598.000, Nedertoften 25,2720 Vanløse,59,2
1971, 2.650.000, Molsgade 1B ,8000 Aarhus C,57,2
1972, 2.950.000, Perlegade 9 1 tv ,6400 Sønderborg,130,3
1973, 2.950.000, Perlegade 9 1 th ,6400 Sønderborg,126,3
1974, 2.995.000, Øster Teglgårdsvej 33,8800 Viborg,108,3
1975, 2.995.000, Langdraget 31,2720 Vanløse,58,3
1976, 2.995.000, Guldsmedestræde 4,2640 Hedehusene,91,3
1977, 3.100.000, Søbakkevej 2,2640 Hedehusene,82,3
1978, 3.195.000, Sønder Boulevard 22,1720 København V,49,2
1979, 3.195.000, Garnisonsvej 42,3520 Farum,102,4
1980, 3.195.000, Bavnehøj Park 11,3500 Værløse,107,4
1981, 3.195.000, Rødovrevej 173,2610 Rødovre,82,3
1982, 3.195.000, Edvard Thomsens Vej 5D,2300 København S,71,2
1983, 3.245.000, Nordre Fasanvej 26,2000 Frederiksberg,50,2
1984, 3.295.000, Fiskedamsgade 27A,2100 København Ø,58,2
1985, 3.395.000, Nørre Allé 82,8000 Aarhus C,76,3
1986, 3.650.000, Nordre Fasanvej 66,2000 Frederiksberg,67,2
1987, 3.695.000, Skanderborgvej 181B 1 ,8260 Viby J,159,5
1988, 3.995.000, Drejøgade 26B,2100 København Ø,64,3
1989, 3.999.000, Laksegade 20B,1063 København K,66,2
1990, 4.495.000, Korsørgade 36,2100 København Ø,65,2
1991, 4.650.000, Brannersvej 5,2920 Charlottenlund,97,4
1992, 4.695.000, Steenwinkelsvej 6,1966 Frederiksberg C,76,3
1993, 4.895.000, Porcelænshaven 10E,2000 Frederiksberg,70,3
1994, 4.895.000, Gråspurvevej 49,2400 København NV,111,4
1995, 4.995.000, Vejlesøparken 5,2840 Holte,126,5
1996, 5.195.000, Amager Strandvej 114C,2300 København S,85,3
1997, 5.700.000, Torvegade 23,1400 København K,98,3
1998, 5.795.000, Rosenvængets Hovedvej 34,2100 København Ø,93,3
1999, 5.995.000, Rentemestervej 19B,2400 København NV,154,4
2000, 7.000.000, Midtermolen 18,2100 København Ø,85,3
2001, 7.400.000, Indiakaj 7 2 tv ,2100 København Ø,105,3
2002, 7.895.000, Øresund Parkvej 11,2300 København S,126,4
2003, 9.000.000, Øster Farimagsgade 28A 6 th ,2100 København Ø,88,3
2004, 675.000, Vestervold 33,8900 Randers C,61,2
2005, 725.000, Granly Alle 5F,6710 Esbjerg V,54,2
2006, 1.035.000, Grøndalsvej 58,8260 Viby J,59,2
2007, 1.250.000, Købmagergade 6B 1 th ,7000 Fredericia,98,4
2008, 1.348.000, Vestergade 66,8900 Randers C,118,3
2009, 1.498.000, Provstejorden 16,9000 Aalborg,73,3
2010, 1.595.000, Brinchs Have 15,2630 Taastrup,59,2
2011, 1.595.000, Teglgårdsvej 403,3050 Humlebæk,72,3
2012, 1.650.000, Højagerparken 8,2750 Ballerup,57,2
2013, 1.698.000, Orla Lehmannsgade 8,7100 Vejle,82,3
2014, 1.795.000, Birketinget 2F,2300 København S,45,1
2015, 1.795.000, Horsensvej 18,3000 Helsingør,67,2
2016, 1.795.000, Folehaven 100,2500 Valby,56,2
2017, 1.895.000, Brogade 27,4100 Ringsted,95,3
2018, 1.995.000, Kollelevbakken 3C,2830 Virum,52,2
2019, 1.995.000, Landlystvej 65E,2650 Hvidovre,55,2
2020, 1.998.000, Hovedvejen 146 3 i ,2600 Glostrup,68,3
2021, 2.095.000, Teglvænget 15 3 tv ,9000 Aalborg,98,3
2022, 2.150.000, Rosenkrantzgade 8C,8000 Aarhus C,55,2
2023, 2.150.000, Vangede Bygade 107,2820 Gentofte,60,2
2024, 2.150.000, Lyngborghave 4B,3460 Birkerød,72,3
2025, 2.195.000, Læssøegade 18,5000 Odense C,89,3
2026, 2.195.000, Storegade 34B,6200 Aabenraa,164,4
2027, 2.295.000, Sorrentovej 14,2300 København S,52,2
2028, 2.395.000, Vestervang 34,8000 Aarhus C,66,2
2029, 2.495.000, Rydsletten 23,2720 Vanløse,58,2
2030, 2.495.000, Kæragervej 2,2720 Vanløse,62,2
2031, 2.595.000, Ungarnsgade 4,2300 København S,50,2
2032, 2.648.000, Chr. Molbechs Vej 14,8000 Aarhus C,68,3
2033, 2.650.000, Lundingsgade 15,8000 Aarhus C,58,2
2034, 2.795.000, Askeskellet 12,2000 Frederiksberg,62,2
2035, 2.995.000, Vordingborggade 78,2100 København Ø,56,2
2036, 2.995.000, Horsekildevej 40,2500 Valby,61,2
2037, 3.050.000, Egebo 19 ,2620 Albertslund,107,3
2038, 3.199.500, Ordrupvej 75A,2920 Charlottenlund,64,2
2039, 3.245.000, Slåenvej 8D ,4600 Køge,103,4
2040, 3.348.000, Lundbyesgade 22,8000 Aarhus C,68,3
2041, 3.395.000, Lyngbygårdsvej 81,2800 Kongens Lyngby,72,3
2042, 3.398.000, Skovvejen 85B,8000 Aarhus C,74,3
2043, 3.400.000, Østre Kanalgade 14,9000 Aalborg,104,3
2044, 3.495.000, Sankt Kjelds Gade 27,2100 København Ø,58,2
2045, 3.500.000, Biskop Svanes Vej 77B,3460 Birkerød,99,4
2046, 3.695.000, Stubmøllevej 22,2450 København SV,83,3
2047, 3.799.000, Banegårdsgade 23,8000 Aarhus C,82,3
2048, 3.995.000, Skovgårdsvej 10 st tv ,2920 Charlottenlund,83,4
2049, 4.249.000, Højnæsvej 52B,2610 Rødovre,102,4
2050, 4.250.000, Jagtvej 215B 3 4 ,2100 København Ø,86,3
2051, 4.795.000, Øresund Parkvej 12 1 th ,2300 København S,77,2
2052, 4.995.000, Godthåbsvej 131,2000 Frederiksberg,87,4
2053, 5.350.000, Poul Bundgaards Vej 8,2500 Valby,116,4
2054, 5.395.000, Ourøgade 27,2100 København Ø,88,3
2055, 5.995.000, Vagtelvej 37,2000 Frederiksberg,119,5
2056, 6.550.000, Islands Brygge 36A,2300 København S,102,3
2057, 7.995.000, Brolæggerstræde 13,1211 København K,115,4
2058, 10.995.000, Carl Th. Zahles Gade 14,2300 København S,165,5
2059, 10.995.000, Høyrups Alle 2,2900 Hellerup,135,4
2060, 14.800.000, Trondhjemsgade 15,2100 København Ø,221,7
2061, 18.850.000, Dunkerquegade 18,2150 Nordhavn,157,4
2062, 25.000.000, Rosenvængets Hovedvej 23B ,2100 København Ø,172,5
2063, 695.000, Bytorvet 20,9510 Arden,155,4
2064, 700.000, Bjergegade 52A,7000 Fredericia,68,2
2065, 795.000, Asser Rigs Vej 39C,8960 Randers SØ,84,3
2066, 795.000, Grøfthøjparken 160,8260 Viby J,42,1
2067, 820.000, Ægirsvej 43 st tv ,8920 Randers NV,79,3
2068, 995.000, Kystvejen 10D,9850 Hirtshals,43,2
2069, 1.195.000, H. C. Andersens Vej 30,9000 Aalborg,83,3
2070, 1.295.000, Fynsvej 75,6000 Kolding,92,2
2071, 1.350.000, Vejrupsgade 14,6000 Kolding,66,3
2072, 1.498.000, Herluf Trolles Gade 44,8200 Aarhus N,37,2
2073, 1.550.000, Vejlegårdsparken 40,2665 Vallensbæk Strand,47,2
2074, 1.595.000, Skomagergade 25,4000 Roskilde,50,1
2075, 1.750.000, Engbakken 45,2830 Virum,56,2
2076, 1.799.000, Banegårdsgade 1,8000 Aarhus C,37,2
2077, 1.850.000, Dronningensgade 53,5000 Odense C,69,3
2078, 1.995.000, Allégade 27,5000 Odense C,62,2
2079, 1.995.000, Maribovej 15,2500 Valby,55,2
2080, 2.195.000, Dalvangsvej 13,2600 Glostrup,77,2
2081, 2.195.000, Lyngborghave 60,3460 Birkerød,74,3
2082, 2.199.000, Langelandsgade 216,8200 Aarhus N,62,2
2083, 2.265.000, Fredensgade 22,8600 Silkeborg,106,4
2084, 2.345.000, Rugmarken 9,3060 Espergærde,96,4
2085, 2.350.000, Gladsaxevej 63,2860 Søborg,70,3
2086, 2.395.000, Farum Hovedgade 82D,3520 Farum,76,3
2087, 2.400.000, Gebauersgade 2,8000 Aarhus C,55,2
2088, 2.550.000, Borgmester Fischers Vej 5B,2000 Frederiksberg,61,2
2089, 2.550.000, Vestre Ringgade 198,8000 Aarhus C,78,0
2090, 2.595.000, Moldaugade 10,2300 København S,57,2
2091, 2.675.000, Vestervang 25F,8000 Aarhus C,71,2
2092, 2.695.000, Østre Havnegade 36B 9 tv ,9000 Aalborg,72,2
2093, 2.698.000, Jernbanegade 10,9000 Aalborg,130,2
2094, 2.749.000, Hedesøvej 17,2640 Hedehusene,89,2
2095, 2.775.000, Tværbommen 45 2 tv ,2820 Gentofte,66,3
2096, 2.795.000, Frankrigshusene 10,2300 København S,56,2
2097, 2.795.000, Slangerupgade 27A,3400 Hillerød,75,3
2098, 2.798.000, Jernbanegade 10D ,9000 Aalborg,145,3
2099, 2.995.000, Morescosvej 14,2920 Charlottenlund,56,2
2100, 2.995.000, Reberbanegade 33,2300 København S,51,2
2101, 3.049.000, Hedesøvej 17,2640 Hedehusene,98,3
2102, 3.095.000, Hedesøvej 17,2640 Hedehusene,97,3
2103, 3.149.000, Hedesøvej 21,2640 Hedehusene,82,3
2104, 3.348.000, Poppelgade 5,2200 København N,50,2
2105, 3.499.000, Skt. Nicolaus Gade 3,8000 Aarhus C,90,3
2106, 3.695.000, Th Nielsens Vej 4E ,4000 Roskilde,121,4
2107, 3.995.000, Tove Maës Vej 9,2500 Valby,90,3
2108, 4.498.000, Irma Pedersens Gade 116,8000 Aarhus C,79,3
2109, 5.249.000, Paradisæblevej 82,2500 Valby,90,3
2110, 5.495.000, Tom Kristensens Vej 26,2300 København S,118,3
2111, 5.995.000, Strandparksvej 20,2900 Hellerup,61,3
2112, 6.295.000, Mitchellsgade 18,1568 København V,94,3
2113, 6.495.000, Strandvejen 323,2920 Charlottenlund,106,4
2114, 7.495.000, Phistersvej 5,2900 Hellerup,112,4
2115, 8.995.000, Rigensgade 9G,1316 København K,93,2
2116, 15.500.000, Bianco Lunos Alle 10,1868 Frederiksberg C,206,6
2117, 825.000, Ægirsvej 11,8920 Randers NV,90,4
2118, 895.000, Fredensgade 3,8700 Horsens,42,1
2119, 995.000, Havepladsvej 172,7000 Fredericia,74,3
2120, 1.250.000, Frederiksborgvej 15,3200 Helsinge,52,2
2121, 1.395.000, Grydergade 4C,6800 Varde,99,3
2122, 1.495.000, Henriettevej 38,5000 Odense C,57,2
2123, 1.550.000, Lindevangshusene 74,2630 Taastrup,46,1
2124, 1.595.000, Tjørnerækken 7,2300 København S,37,1
2125, 1.730.000, Vilhelm Andersensvej 8,4100 Ringsted,89,3
2126, 1.795.000, Ganeråparken 37C ,6900 Skjern,120,4
2127, 1.795.000, Schacksgade 21,5000 Odense C,73,3
2128, 2.095.000, Kabbelejevej 5,2700 Brønshøj,56,2
2129, 2.145.000, Morelhaven 89 ,4600 Køge,73,2
2130, 2.195.000, Østre Alle 81,9000 Aalborg,99,4
2131, 2.195.000, Brøndbyvestervej 10,2600 Glostrup,80,3
2132, 2.195.000, Vejlebrovej 106,2635 Ishøj,85,3
2133, 2.250.000, Markskellet 1,2720 Vanløse,56,2
2134, 2.250.000, Brøndbyvestervej 60B,2605 Brøndby,82,3
2135, 2.275.000, Vinkelager 1,2720 Vanløse,58,2
2136, 2.350.000, Fynsgade 28,8000 Aarhus C,50,2
2137, 2.375.000, Saltholmsgade 24,8000 Aarhus C,55,3
2138, 2.375.000, Vinkelager 13,2720 Vanløse,56,2
2139, 2.398.000, Teglvænget 1,9000 Aalborg,121,4
2140, 2.445.000, Reventlowsvej 41,5000 Odense C,86,3
2141, 2.495.000, Sofievej 9,2840 Holte,70,2
2142, 2.498.000, Hovedgaden 49B,8410 Rønde,128,3
2143, 2.795.000, Sletterhagevej 23,8240 Risskov,82,3
2144, 3.095.000, Elisagårdsvej 16A,4000 Roskilde,80,3
2145, 3.150.000, Frederiks Plads 8,8000 Aarhus C,58,2
2146, 3.195.000, Holger Danskes Vej 42,2000 Frederiksberg,76,2
2147, 3.250.000, Jagtvej 215B,2100 København Ø,65,2
2148, 3.298.000, Esther Aggebos Gade 38,8000 Aarhus C,71,2
2149, 3.495.000, Landskronagade 67,2100 København Ø,58,2
2150, 3.498.000, Skovgade 3,6760 Ribe,167,7
2151, 3.498.000, Rudolph Wulffs Gade 17,8000 Aarhus C,111,4
2152, 3.895.000, Marstrandsgade 2,8000 Aarhus C,86,3
2153, 4.995.000, Ved Volden 4,1425 København K,98,3
2154, 4.995.000, Vennemindevej 53,2100 København Ø,84,3
2155, 5.095.000, Tuborgvej 60,2900 Hellerup,114,4
2156, 5.495.000, Henrik Steffens Vej 6,1866 Frederiksberg C,81,3
2157, 5.595.000, Halmtorvet 29E,1700 København V,87,2
2158, 5.595.000, Halsskovgade 2,2100 København Ø,88,3
2159, 5.598.000, Teglholmsgade 80,2450 København SV,102,4
2160, 5.795.000, Ingrid Marievej 66,2500 Valby,94,3
2161, 5.995.000, Skovshovedvej 6,2920 Charlottenlund,81,3
2162, 5.995.000, Jagtvej 187,2100 København Ø,102,3
2163, 6.125.000, Brannersvej 29,2920 Charlottenlund,95,3
2164, 6.495.000, Christian Richardts Vej 2,1951 Frederiksberg C,97,3
2165, 6.695.000, Constantin Hansens Gade 41,1799 København V,100,3
2166, 7.498.000, Sylows Alle 23,2000 Frederiksberg,108,3
2167, 10.500.000, Amerika Plads 16,2100 København Ø,158,5
2168, 1.395.000, Chr Rasmussens Vej 27,3000 Helsingør,60,2
2169, 1.595.000, Ådalsvej 63,2720 Vanløse,39,1
2170, 2.295.000, Nordre Fasanvej 116,2000 Frederiksberg,48,2
2171, 2.350.000, Plantevej 19,2870 Dyssegård ,58,2
2172, 2.495.000, Gurrevej 524C ,3080 Tikøb,88,2
2173, 2.725.000, Frankrigshusene 16,2300 København S,56,2
2174, 2.795.000, Lauravej 15 4 tv ,2500 Valby,58,2
2175, 2.795.000, Vestbanevej 20,2500 Valby,59,2
2176, 2.999.000, Mjøsensgade 13,2300 København S,62,3
2177, 3.325.000, Åsvinget 20,2665 Vallensbæk Strand,91,4
2178, 4.195.000, Robert Jacobsens Vej 74,2300 København S,94,3
2179, 4.495.000, Venedigvej 2,2300 København S,88,4
2180, 4.995.000, Brobergsgade 16,1427 København K,65,2
2181, 6.250.000, Lavendelstræde 17A,1462 København K,116,3
2182, 6.595.000, Viktoriagade 10A,1655 København V,106,3
2183, 895.000, Skelvangsvej 61,8920 Randers NV,95,4
2184, 995.000, Asser Rigs Vej 31C,8960 Randers SØ,82,3
2185, 1.395.000, Rolighedsvej 13B,3000 Helsingør,49,2
2186, 1.445.000, Østerbro 57 3 th ,9000 Aalborg,67,2
2187, 1.498.000, Danmarksgade 18,6700 Esbjerg,75,3
2188, 1.645.000, Benløseparken 93,4100 Ringsted,103,4
2189, 1.695.000, Østerbæksvej 9,5230 Odense M,72,2
2190, 1.845.000, Danmarksgade 68 1 ,9000 Aalborg,65,3
2191, 2.195.000, Gl. Holmegårdsvej 47 st th ,3400 Hillerød,83,3
2192, 2.295.000, Himmerlandsvej 23,2720 Vanløse,56,2
2193, 2.298.000, Silkeborgvej 319B,8230 Åbyhøj,96,3
2194, 3.575.000, Sejrøgade 4,8000 Aarhus C,76,3
2195, 3.995.000, Marstrandsgade 2,8000 Aarhus C,86,3
2196, 9.998.000, Islands Brygge 9 2 th ,2300 København S,100,3
2197, 495.000, Vestervangsvej 63 st 9 ,8800 Viborg,45,1
2198, 795.000, Østergade 30B,5600 Faaborg,79,3
2199, 845.000, Broparken 1,8800 Viborg,63,2
2200, 925.000, Arkildsdal 88,9400 Nørresundby,62,2
2201, 995.000, Mølletoften 8,8940 Randers SV,81,2
2202, 995.000, Teglgårdsvej 525,3050 Humlebæk,49,1
2203, 1.045.000, Pebermyntevej 73 1 th ,8800 Viborg,98,3
2204, 1.195.000, Finlandsvej 2G 3 th ,7100 Vejle,84,4
2205, 1.250.000, Grøndalsvej 50,8260 Viby J,62,2
2206, 1.265.000, Grøfthøjparken 160,8260 Viby J,67,2
2207, 1.295.000, Ejboparken 61 2 mf ,4000 Roskilde,43,1
2208, 1.395.000, Algade 47D,4230 Skælskør,110,4
2209, 1.445.000, Nansensgade 15,5000 Odense C,60,2
2210, 1.475.000, Rundhøj Allé 86,8270 Højbjerg,67,2
2211, 1.595.000, Prinsensgade 39,9000 Aalborg,60,2
2212, 1.650.000, Reventlowsvej 70,5000 Odense C,66,2
2213, 1.689.000, Nyvangsvej 14B ,8900 Randers C,122,4
2214, 1.695.000, Hadsundvej 30 1 th ,9000 Aalborg,66,2
2215, 1.795.000, Kantorparken 16 1 tv ,8240 Risskov,66,2
2216, 1.795.000, Parkvej 151 st th ,2630 Taastrup,74,2
2217, 1.795.000, Usserød Kongevej 2,2970 Hørsholm,62,2
2218, 1.879.000, Vesterbro 45 4 th ,9000 Aalborg,69,3
2219, 1.995.000, Østre Alle 11 1 ,9000 Aalborg,90,2
2220, 1.995.000, Vestergade 28B,7100 Vejle,100,3
2221, 1.995.000, Hedekæret 14,2640 Hedehusene,70,3
2222, 1.995.000, Eremitageparken 15,2800 Kongens Lyngby,42,2
2223, 2.195.000, Kastrupkrogen 5 st th ,2770 Kastrup,54,2
2224, 2.249.000, Hovedvejen 178,2600 Glostrup,65,3
2225, 2.350.000, Rydsletten 21,2720 Vanløse,53,2
2226, 2.400.000, Vinkelvej 11B ,3200 Helsinge,120,3
2227, 2.450.000, Frederiksbjerg Torv 4,8000 Aarhus C,49,2
2228, 2.545.000, Morelhaven 96 ,4600 Køge,97,3
2229, 2.595.000, Lahnsgade 45,5000 Odense C,75,3
2230, 2.750.000, Flakholmen 22,2720 Vanløse,69,3
2231, 2.750.000, Rosenkildevej 23,3000 Helsingør,113,4
2232, 2.895.000, Ellevej 14B,2970 Hørsholm,90,3
2233, 2.975.000, Gormsgade 8,2200 København N,64,2
2234, 3.395.000, Silkeborgvej 313,8230 Åbyhøj,96,3
2235, 3.495.000, Garnisonsvej 39,3520 Farum,103,3
2236, 3.495.000, Egebo 24A ,2620 Albertslund,128,4
2237, 3.950.000, Teglholmsgade 6B 1 th ,2450 København SV,76,2
2238, 3.995.000, Allerød Park 4,3450 Allerød,94,3
2239, 3.995.000, Rødovrevej 323A,2610 Rødovre,106,3
2240, 4.500.000, Kildegårds Plads 3,2820 Gentofte,110,3
2241, 4.750.000, Godthåbsvænget 11,2000 Frederiksberg,100,3
2242, 4.845.000, Islands Brygge 30B,2300 København S,76,1
2243, 4.995.000, Blidahpark 40,2900 Hellerup,80,3
2244, 4.998.000, Skovvejen 46I,8000 Aarhus C,87,4
2245, 5.198.000, Anneberghøj 6,9000 Aalborg,116,3
2246, 8.995.000, Strandvejen 217,2900 Hellerup,122,5
2247, 13.200.000, Enighedsvej 40B ,2920 Charlottenlund,201,4
2248, 21.000.000, Tuborg Sundpark 7,2900 Hellerup,162,4
2249, 325.000, Doktorvænget 49,7500 Holstebro,28,1
2250, 375.000, Højersgade 13A ,9850 Hirtshals,126,4
2251, 550.000, Vestervangsvej 71 3 313 ,8800 Viborg,58,2
2252, 625.000, Gl. Hadsundvej 12A,8900 Randers C,47,2
2253, 765.000, Byskov Alle 14,4200 Slagelse,43,2
2254, 775.000, Hilmar Finsens Gade 21,6400 Sønderborg,56,2
2255, 775.000, Kirkepladsen 1C,9900 Frederikshavn,56,2
2256, 795.000, Falen 25 1 tv ,5000 Odense C,24,1
2257, 895.000, Mølletoften 4,8940 Randers SV,81,2
2258, 1.195.000, Silkeborgvej 43F,7400 Herning,74,3
2259, 1.250.000, Kongensgade 12,3550 Slangerup,75,3
2260, 1.295.000, Kristrupvej 8,8960 Randers SØ,120,5
2261, 1.380.000, H. C. Andersens Vej 22,9000 Aalborg,95,4
2262, 1.395.000, Ejboparken 35,4000 Roskilde,43,1
2263, 1.395.000, Langelandsgade 6,9000 Aalborg,57,2
2264, 1.445.000, Vænget 6 ,4450 Jyderup,126,4
2265, 1.475.000, Østerbrogade 74 3 ,9400 Nørresundby,70,2
2266, 1.645.000, Teglgårdsvej 549,3050 Humlebæk,75,3
2267, 1.675.000, Horsensvej 20,3000 Helsingør,70,2
2268, 1.795.000, Jagtvej 141,2200 København N,41,1
2269, 1.845.000, Teisensvej 2A,5000 Odense C,73,2
2270, 1.850.000, Frederiksborgvej 38A,4000 Roskilde,51,1
2271, 1.875.000, Kirkepladsen 1C,9900 Frederikshavn,119,4
2272, 1.895.000, Poppel Alle 11,4000 Roskilde,57,2
2273, 1.950.000, Frederiksborgvej 38B,4000 Roskilde,51,1
2274, 2.145.000, Kantorparken 75,8240 Risskov,85,3
2275, 2.150.000, Mølleåparken 83,2800 Kongens Lyngby,61,2
2276, 2.295.000, Teglvænget 9,9000 Aalborg,103,4
2277, 2.395.000, Tøndergade 87,8000 Aarhus C,57,2
2278, 2.398.000, Arnbjergalle 3,6800 Varde,87,3
2279, 2.495.000, Tjørnerækken 1,2300 København S,61,2
2280, 2.595.000, Hamletsgade 24,2200 København N,44,2
2281, 2.595.000, Grønnevej 96,2830 Virum,69,3
2282, 2.648.000, Ådalen 4H ,6710 Esbjerg V,107,4
2283, 2.665.000, Lynettevej 7 5 th ,2300 København S,53,2
2284, 2.795.000, Johan Kellers Vej 53 4 th ,2450 København SV,56,2
2285, 2.795.000, Jens Baggesens Vej 106,8200 Aarhus N,100,4
2286, 2.795.000, Svanevej 15,2400 København NV,52,2
2287, 2.795.000, Guldbergsvej 12,5000 Odense C,88,4
2288, 2.845.000, Kirketoften 8 1 ,8260 Viby J,161,5
2289, 2.875.000, Jakob Skomager Vej 6,9000 Aalborg,111,4
2290, 2.875.000, Lyneborggade 6,2300 København S,54,2
2291, 2.895.000, Søllerød Park 5,2840 Holte,88,4
2292, 2.995.000, Drejøgade 28,2100 København Ø,59,2
2293, 2.995.000, Valborg Allé 5,2500 Valby,63,2
2294, 3.200.000, Bryggervangen 36,2100 København Ø,53,2
2295, 3.395.000, Ved Sønderport 16 5 th ,2300 København S,62,2
2296, 3.495.000, C.F. Richs Vej 89 3 tv ,2000 Frederiksberg,73,2
2297, 3.695.000, Toldkammeret 9 3 4 ,7000 Fredericia,100,3
2298, 3.695.000, Lille Nyhavn,8660 Skanderborg,94,3
2299, 3.795.000, Lille Nyhavn 13,8660 Skanderborg,117,4
2300, 3.895.000, Søndre Badevej 3C,4600 Køge,98,3
2301, 3.995.000, Maglebo 9,2770 Kastrup,105,5
2302, 4.195.000, Bispeengen 19,2000 Frederiksberg,76,3
2303, 4.195.000, Laksegade 26,1063 København K,68,2
2304, 5.225.000, Elga Olgas Vej 3,2000 Frederiksberg,98,3
2305, 5.795.000, Tom Kristensens Vej 30 4 tv ,2300 København S,97,4
2306, 5.895.000, Rahbeks Alle 15,1801 Frederiksberg C,80,2
2307, 5.995.000, Vejlesøparken 35,2840 Holte,125,4
2308, 6.495.000, Vindegade 100B,5000 Odense C,245,7
2309, 7.498.000, Kenny Drews Vej 63,2450 København SV,115,4
2310, 8.995.000, Torvegade 54,1400 København K,132,5
2311, 9.995.000, Thorvaldsensvej 27,1871 Frederiksberg C,138,4
2312, 795.000, Dronningensgade 2B,9800 Hjørring,90,3
2313, 1.098.000, Ingemanns Alle 175B,6700 Esbjerg,71,2
2314, 1.125.000, Granly Alle 5A 1 th ,6710 Esbjerg V,89,3
2315, 1.195.000, Ane Dams Gade 11,9400 Nørresundby,70,2
2316, 1.195.000, Lotusvej 1,5250 Odense SV,71,2
2317, 1.245.000, Annebergvej 21,9000 Aalborg,57,2
2318, 1.249.000, Staldgårdsgade 4C,8900 Randers C,100,4
2319, 1.280.000, Vesterbro 125 1 103 ,9000 Aalborg,55,2
2320, 1.298.000, Jyllandsgade 17,9000 Aalborg,57,2
2321, 1.395.000, Søndermarksvej 19,4200 Slagelse,107,3
2322, 1.450.000, Zahnsgade 11,6000 Kolding,77,3
2323, 1.495.000, Akacievej 5B ,3300 Frederiksværk,102,3
2324, 1.495.000, Rødovrevej 315,2610 Rødovre,45,1
2325, 1.550.000, Sorrentovej 4,2300 København S,26,1
2326, 1.675.000, Vejlegårdsparken 40,2665 Vallensbæk Strand,49,2
2327, 1.795.000, Vesterbro 98,5000 Odense C,77,3
2328, 1.795.000, Sthensvej 7A,2630 Taastrup,56,2
2329, 1.799.000, Vesterbro 19E ,9000 Aalborg,75,2
2330, 1.799.000, Schacksgade 23,5000 Odense C,80,2
2331, 1.850.000, Sjællandsgade 3C,8000 Aarhus C,36,0
2332, 1.895.000, Agerskovvej 4M,2610 Rødovre,70,2
2333, 1.895.000, Kollelevbakken 5C,2830 Virum,51,2
2334, 1.895.000, Helligkorsvej 15A,4000 Roskilde,62,2
