,Pris,address,zipcode,m2,rooms,x,y,daycare_distance,train_distance,school_distance,supermarket_distance,hospital_distance,Region
3248,1475000, Albertslundvej 93,2625 Vallensbæk,68,3,12.35373805,55.65274598,326.35,4321.77,704.07,454.83,4648.78,Hovedstaden
3249,1495000, Dalumvej 68,5250 Odense SV,70,2,10.37215221,55.36912526,560.62,686.82,485.34,262.1,2136.07,Syddanmark
3250,1545000, Snerlevej 24 1 25 ,3000 Helsingør,66,2,12.59491543,56.02057592,410.82,2005.93,654.22,1601.56,2021.88,Hovedstaden
3251,1550000, Borgergade 6C,8600 Silkeborg,65,2,9.55514349,56.17629153,632.44,2229.98,1117.58,718.25,1730.01,Midtjylland
3252,1595000, Saven C 1 2 4 ,2630 Taastrup,57,2,12.279957,55.65164979,485.35,4000.0,974.31,368.03,8562.16,Hovedstaden
3253,1595000, Taastrup Have 22,2630 Taastrup,61,2,12.29450962,55.65303339,664.03,2550.26,613.39,549.08,7605.11,Hovedstaden
3254,1625000, Skolegade 99,6700 Esbjerg,79,3,8.44174755,55.46809721,529.18,1407.12,657.14,211.66,1723.63,Syddanmark
3255,1695000, Vesterbrogade 22,9400 Nørresundby,67,2,9.91867431,57.05892251,770.52,1390.09,279.29,125.63,1525.39,Nordjylland
3256,1795000, Frederiksdalsvej 105A,2830 Virum,52,2,12.46848902,55.79470856,405.77,2525.15,915.1,289.22,9388.28,Hovedstaden
3257,1798000, Valdemarsgade 12 st th ,9000 Aalborg,64,2,9.91099112,57.05055012,182.44,586.34,375.11,485.82,219.8,Nordjylland
3258,1875000, Aabybro Centret 5,9440 Aabybro,88,3,9.73337719,57.15970936,389.56,15461.22,697.61,198.41,19268.67,Nordjylland
3259,1895000, Rytterparken 10 ,2765 Smørum,60,2,12.29128201,55.73590256,486.23,14068.74,1320.55,827.51,12257.08,Hovedstaden
3260,1925000, Ryttergårdsvej 20,3520 Farum,93,3,12.37438751,55.81530405,522.99,13726.06,1328.48,746.67,13325.97,Hovedstaden
3261,1995000, Søndermarken 70,3060 Espergærde,89,4,12.5373684,55.99356567,631.03,968.28,804.11,670.38,7805.96,Hovedstaden
3262,2050000, Ringen 5 2 4 ,8200 Aarhus N,65,2,10.20577485,56.23327959,1353.65,12258.55,1070.18,2534.69,8263.96,Midtjylland
3263,2075000, Aabybro Centret 7,9440 Aabybro,98,3,9.73401797,57.15957355,338.95,15326.7,744.2,147.89,19134.05,Nordjylland
3264,2095000, Prinsessegade 29 st tv ,9400 Nørresundby,86,3,9.92793034,57.05729991,298.04,1713.07,630.02,477.3,1592.61,Nordjylland
3265,2125000, Hvidovrevej 8,2610 Rødovre,57,3,12.47449181,55.67161706,567.71,3003.94,1250.76,560.07,3118.53,Hovedstaden
3266,2195000, Promenadebyen 30,5000 Odense C,62,2,10.37909691,55.4068505,727.65,1073.11,863.93,457.82,3800.07,Syddanmark
3267,2250000, Kongensgade 24B,3550 Slangerup,90,4,12.17245845,55.84732115,394.46,5715.14,1199.23,468.72,6728.0,Hovedstaden
3268,2295000, Søndermarken 50,3060 Espergærde,89,4,12.53955005,55.99371123,579.68,840.53,752.76,542.63,7932.98,Hovedstaden
3269,2350000, Horsensvej 4,3000 Helsingør,82,3,12.58958236,56.02240303,144.42,1865.73,214.62,1150.76,2023.23,Hovedstaden
3270,2395000, Aabybro Centret 5,9440 Aabybro,110,4,9.73337719,57.15970936,389.56,15461.22,697.61,198.41,19268.67,Nordjylland
3271,2595000, Reberbanegade 33,2300 København S,51,2,12.60589875,55.66208788,156.79,3319.46,513.58,181.36,1570.19,Hovedstaden
3272,2595000, Bremensgade 16,2300 København S,61,2,12.6161267,55.66578289,220.93,3963.55,320.15,633.69,1668.88,Hovedstaden
3273,2600000, Ringen 33 ,8200 Aarhus N,86,3,10.20372431,56.23352127,1423.96,12371.85,1140.39,2655.71,8377.26,Midtjylland
3274,2648000, Steen Billes Gade 13,8200 Aarhus N,67,2,10.21525602,56.17445516,170.82,3274.84,504.94,249.18,4677.84,Midtjylland
3275,2695000, Østre Stationsvej 37M,5000 Odense C,100,3,10.38195399,55.40032936,533.73,439.62,306.63,551.9,2564.76,Syddanmark
3276,2750000, Centerparken 12,2500 Valby,90,3,12.49053616,55.65514163,69.33,2730.47,1010.79,288.89,3839.48,Hovedstaden
3277,2775000, Jakob Dannefærds Vej 10A,1973 Frederiksberg C,49,2,12.55368178,55.68353815,317.45,1689.83,277.82,311.57,1846.87,Hovedstaden
3278,2795000, Aabybro Centret 7,9440 Aabybro,123,4,9.73401797,57.15957355,338.95,15326.7,744.2,147.89,19134.05,Nordjylland
3279,2795000, Aabybro Centret 5,9440 Aabybro,120,4,9.73337719,57.15970936,389.56,15461.22,697.61,198.41,19268.67,Nordjylland
3280,2798000, Nordre Ringgade 88,8200 Aarhus N,72,3,10.21265227,56.17349233,326.08,3250.18,431.88,265.37,3983.18,Midtjylland
3281,2798000, Gammel Køge Landevej 266F,2650 Hvidovre,91,3,12.49321803,55.63610694,395.02,3689.16,820.93,180.5,4137.24,Hovedstaden
3282,2799000, Vestre Ringgade 210,8000 Aarhus C,71,3,10.19487279,56.16918173,604.56,2856.41,837.17,992.05,4161.89,Midtjylland
3283,2850000, Sjællandsgade 83,8000 Aarhus C,55,2,10.20532666,56.16289375,244.91,2117.94,270.53,129.54,4904.84,Midtjylland
3284,2898000, Peder Skrams Gade 46,8200 Aarhus N,69,2,10.21753434,56.17372289,83.53,3222.04,702.86,112.79,4541.56,Midtjylland
3285,2935000, Åhusene 9,8000 Aarhus C,58,2,10.18724929,56.15282081,485.63,1946.59,1418.22,209.44,6004.01,Midtjylland
3286,2995000, Enghavevej 31,1674 København V,46,1,12.54590746,55.67003396,213.36,1674.53,366.8,138.76,3042.3,Hovedstaden
3287,2995000, Ellevej 12B,2970 Hørsholm,87,3,12.49587532,55.88677391,352.54,2657.19,954.75,366.05,16898.18,Hovedstaden
3288,3195000, Hamletsgade 4,2200 København N,73,3,12.54749793,55.70296543,268.85,3153.13,658.56,139.62,1376.85,Hovedstaden
3289,3600000, Ringen 9 ,8200 Aarhus N,127,5,10.20511386,56.23365492,1364.4,12269.3,1080.82,2545.44,8274.61,Midtjylland
3290,3998000, Kjeld Tolstrups Gade 22,8000 Aarhus C,89,3,10.19382011,56.15453266,660.24,956.73,957.83,549.01,5832.53,Midtjylland
3291,4175000, Aabybro Centret 5,9440 Aabybro,172,5,9.73337719,57.15970936,389.56,15461.22,697.61,198.41,19268.67,Nordjylland
3292,4275000, Aabybro Centret 7,9440 Aabybro,181,5,9.73401797,57.15957355,338.95,15326.7,744.2,147.89,19134.05,Nordjylland
3293,4295000, Jens Otto Krags Gade 18,2300 København S,73,2,12.56945764,55.65833862,437.79,2574.52,1199.57,285.39,3894.96,Hovedstaden
3294,4395000, Aabybro Centret 5,9440 Aabybro,191,5,9.73337719,57.15970936,389.56,15461.22,697.61,198.41,19268.67,Nordjylland
3295,4500000, Ringen 5 2 5 ,8200 Aarhus N,166,6,10.20577485,56.23327959,1353.65,12258.55,1070.18,2534.69,8263.96,Midtjylland
3296,4795000, Amerika Plads 26B 3 4 ,2100 København Ø,84,2,12.59428614,55.69976043,1020.71,1237.53,956.42,262.63,2791.99,Hovedstaden
3297,4798000, Irma Pedersens Gade 116,8000 Aarhus C,84,3,10.22714324,56.16393878,1192.45,2610.02,1545.8,1049.55,6503.42,Midtjylland
3298,4800000, Lundingsgade 22,8000 Aarhus C,100,4,10.19497723,56.14557593,214.51,1273.88,352.97,347.98,7157.3,Midtjylland
3299,4998000, Kongensgade 87,6700 Esbjerg,167,5,8.44458777,55.46694897,728.47,1255.71,551.29,214.76,1504.69,Syddanmark
3300,5350000, Klosterstræde 22,1157 København K,86,3,12.57498323,55.67951362,138.54,648.73,489.58,365.09,3470.64,Hovedstaden
3301,5695000, Strandlodsvej 25G,2300 København S,99,4,12.62452652,55.66575136,253.02,4535.19,331.82,364.73,1809.03,Hovedstaden
3302,5895000, Ørestads Boulevard 63A 6 mf ,2300 København S,123,4,12.58153275,55.63285599,146.97,600.99,283.98,174.82,4703.35,Hovedstaden
3303,5995000, Vestmannagade 2,2300 København S,100,4,12.57927851,55.66840104,270.08,1618.21,785.25,314.9,3997.65,Hovedstaden
3304,6298000, Oscar Pettifords Vej 13,2450 København SV,96,3,12.55308716,55.64540203,430.19,3059.6,528.47,386.96,6788.81,Hovedstaden
3305,6498000, Christiansgade 8,8000 Aarhus C,150,5,10.20251507,56.1546635,862.63,724.93,605.61,222.87,5604.43,Midtjylland
3306,6500000, Jægersborg Alle 18 1 3 ,2920 Charlottenlund,78,2,12.57059637,55.75423948,382.66,3098.84,656.69,30.7,3693.16,Hovedstaden
3307,6500000, Clarasvej 2,2920 Charlottenlund,136,4,12.58358573,55.76649022,686.34,1467.17,1067.67,631.29,5405.34,Hovedstaden
3308,6500000, Edvard Thomsens Vej 25,2300 København S,147,4,12.57477385,55.63304004,67.07,804.31,565.28,196.16,5666.57,Hovedstaden
3309,6995000, Markmandsgade 27,2300 København S,118,4,12.60056543,55.66843853,183.43,2819.46,778.28,364.58,2521.91,Hovedstaden
3310,7000000, Ringen 37 3 3 ,8200 Aarhus N,197,4,10.20356172,56.23343228,1438.39,12382.87,1154.92,2670.24,8388.28,Midtjylland
3311,7250000, Bülowsvej 40 st th ,1870 Frederiksberg C,94,4,12.54622961,55.6836895,226.29,2234.6,212.02,115.34,1898.03,Hovedstaden
3312,7595000, Christian Winthers Vej 3A,1860 Frederiksberg C,113,4,12.5348593,55.68087412,365.29,2732.27,521.74,172.72,1318.72,Hovedstaden
3313,8995000, Forhåbningsholms Alle 10,1904 Frederiksberg C,120,4,12.55018162,55.67563557,110.42,1482.31,365.45,429.72,2729.58,Hovedstaden
3314,8998000, George Marshalls Vej 3,2450 København SV,105,4,12.56351543,55.65921179,952.53,2166.23,1313.16,748.89,4501.26,Hovedstaden
3315,11995000, Danasvej 39A ,1910 Frederiksberg C,146,4,12.54892821,55.67951047,290.66,1686.02,307.8,205.57,2162.99,Hovedstaden
3316,12195000, Frydendalsvej 30A,1809 Frederiksberg C,190,5,12.53498987,55.67118338,139.3,1906.19,297.56,167.51,2716.45,Hovedstaden
3317,15950000, Tuborg Havnepark 20,2900 Hellerup,167,4,12.5868619,55.72531453,1076.78,2226.76,609.4,794.43,3665.16,Hovedstaden
3318,445000, Elmegade 24,7400 Herning,47,1,9.05788508,56.13212123,968.13,342.49,403.77,365.74,6316.79,Midtjylland
3319,745000, Floravænget 29 1 mf ,5250 Odense SV,43,1,10.35431499,55.36360491,373.29,2008.47,1282.49,590.19,3265.69,Syddanmark
3320,895000, Fundertoften 26 ,8600 Silkeborg,64,2,9.47553445,56.14851711,1233.27,5576.74,1120.65,448.83,7417.66,Midtjylland
3321,1195000, Hadsundvej 54A,9000 Aalborg,59,2,9.95195357,57.04006891,421.77,2885.02,831.16,134.68,3214.07,Nordjylland
3322,1250000, Børglumvej 35,7400 Herning,134,4,8.92773862,56.15242762,979.03,3683.37,480.1,1522.59,3813.34,Midtjylland
3323,1298000, Vestre Stationsvej 90B,5000 Odense C,47,2,10.36964123,55.39522744,470.23,1394.36,479.44,447.87,1483.9,Syddanmark
3324,1395000, Skottenborg 7,8800 Viborg,90,4,9.40475886,56.4528652,753.11,1333.99,645.63,255.51,1317.29,Midtjylland
3325,1595000, Brudagervej 15B ,5882 Vejstrup,301,7,10.71054565,55.10916882,1644.24,9623.05,1641.27,3104.62,10861.49,Syddanmark
3326,1595000, Skibhusvej 22,5000 Odense C,72,2,10.39102045,55.4030831,378.63,608.79,500.42,264.31,3373.44,Syddanmark
3327,1695000, Nørrevænget 43B,5000 Odense C,63,2,10.39268361,55.40773504,556.51,1189.46,286.3,78.11,3932.49,Syddanmark
3328,1748000, Kantorvænget 7,8240 Risskov,56,2,10.20504029,56.1993819,218.05,6731.67,727.56,972.96,2788.39,Midtjylland
3329,1750000, Aldershvilevej 129,2880 Bagsværd,58,2,12.45443552,55.76257327,704.27,4197.1,349.22,373.08,4648.43,Hovedstaden
3330,1795000, Willemoesgade 7,9000 Aalborg,84,3,9.89967926,57.05506038,661.02,914.89,664.37,300.57,1257.92,Nordjylland
3331,1849000, Grønlandsgade 27,5000 Odense C,75,3,10.4036582,55.40020456,265.22,1530.36,1128.62,268.72,3946.0,Syddanmark
3332,1898000, Nordborggade 25,8000 Aarhus C,71,2,10.18498039,56.14452206,361.16,1779.67,399.4,423.68,6583.18,Midtjylland
3333,1898000, Brobjerg Parkvej 105,8250 Egå,72,2,10.2604924,56.20410359,322.48,8889.32,1555.62,154.13,7056.54,Midtjylland
3334,1950000, Skovhaven 2,9560 Hadsund,79,2,10.10515722,56.7126474,927.09,19782.8,2357.72,776.6,24416.28,Nordjylland
3335,1995000, Markskellet 1,2720 Vanløse,54,2,12.49213405,55.69366178,273.69,4664.25,683.32,86.49,2708.6,Hovedstaden
3336,2098000, Skanderborgvej 40,8000 Aarhus C,74,2,10.1836372,56.14117437,370.06,1838.58,885.59,253.58,7357.88,Midtjylland
3337,2150000, Boholtevej 71,4600 Køge,81,3,12.16374723,55.44674895,415.13,2384.03,1050.24,387.23,5393.01,Hovedstaden
3338,2198000, Daugbjergvej 22,8000 Aarhus C,61,2,10.18438784,56.15534173,322.87,2077.29,1414.01,441.03,5420.5,Midtjylland
3339,2245000, Herlev Hovedgade 95,2730 Herlev,67,3,12.444478,55.7213805,212.05,8747.99,1021.96,574.56,2196.53,Hovedstaden
3340,2245000, Magnoliavej 12,2600 Glostrup,75,3,12.40670637,55.66007403,555.65,1379.9,1378.02,462.43,2971.51,Hovedstaden
3341,2295000, Stengårds Alle 204,2860 Søborg,89,2,12.4803335,55.7477534,414.48,3879.65,693.04,73.23,3504.31,Hovedstaden
3342,2300000, Eberlinsvej 11C ,3400 Hillerød,95,4,12.31998886,55.93501772,300.66,1312.1,918.36,263.86,855.11,Hovedstaden
3343,2345000, Boulevarden 44,9000 Aalborg,109,4,9.91823012,57.04390004,609.06,207.83,484.2,72.03,1137.69,Nordjylland
3344,2375000, Rossinisvej 12,2450 København SV,53,2,12.52545443,55.64580271,301.83,1165.6,653.49,383.96,5615.76,Hovedstaden
3345,2575000, Pærehaven 6 ,4600 Køge,98,2,12.17286012,55.47726068,271.29,408.65,484.97,201.04,734.99,Hovedstaden
3346,2599000, Teglværksgade 18,8000 Aarhus C,62,2,10.19993267,56.15948683,400.75,1409.83,443.92,215.12,5065.23,Midtjylland
3347,2698000, Hallandsgade 6C,2300 København S,47,2,12.59964632,55.66358994,402.91,2944.88,388.2,148.48,2289.71,Hovedstaden
3348,2810000, Skovhaven 2,9560 Hadsund,105,3,10.10515722,56.7126474,927.09,19782.8,2357.72,776.6,24416.28,Nordjylland
3349,2900000, Europa Plads 4B,9000 Aalborg,125,3,9.91203305,57.04396329,767.46,876.22,627.67,711.69,827.67,Nordjylland
3350,3240000, Skovhaven 8,9560 Hadsund,105,3,10.10612651,56.71267025,867.56,19694.47,2298.19,717.06,24485.35,Nordjylland
3351,3295000, Robert Jacobsens Vej 76,2300 København S,60,2,12.57209615,55.61728423,169.81,1466.81,1105.45,430.69,6639.47,Hovedstaden
3352,3450000, Ungarnsgade 7,2300 København S,65,3,12.61253379,55.66566249,156.35,3656.72,178.72,308.03,1637.36,Hovedstaden
3353,3548000, Banegårdsgade 15,8000 Aarhus C,110,4,10.20098747,56.15055851,616.21,273.15,392.74,211.4,6098.86,Midtjylland
3354,3795000, Klerkegade 17A,1308 København K,46,2,12.58477083,55.68645703,164.2,1219.22,212.62,166.56,1897.16,Hovedstaden
3355,3895000, Gammel Kongevej 151,1850 Frederiksberg C,58,3,12.53779748,55.67715613,247.72,2128.52,229.93,333.78,2348.89,Hovedstaden
3356,4200000, C.F. Møllers Allé 6,2300 København S,86,3,12.57551208,55.63493925,293.12,1017.15,739.64,453.42,5044.99,Hovedstaden
3357,4495000, Damagervej 3A,2450 København SV,101,5,12.52565158,55.64815016,76.56,886.31,292.8,127.42,5606.17,Hovedstaden
3358,4795000, Hjørringgade 5,2100 København Ø,74,3,12.58732131,55.70612886,246.66,1854.11,483.5,119.82,2312.05,Hovedstaden
3359,4850000, Christiansgade 29,8000 Aarhus C,108,4,10.20316598,56.15549281,761.35,1195.84,638.14,319.7,5701.16,Midtjylland
3360,4995000, Thoravej 8A ,2400 København NV,121,5,12.53046978,55.70525459,345.69,4774.19,468.63,330.21,1354.74,Hovedstaden
3361,5250000, Hostrupsvej 1C ,3400 Hillerød,116,3,12.30539997,55.92755116,367.15,475.63,276.04,552.76,2201.04,Hovedstaden
3362,5295000, Amagerbrogade 11,2300 København S,97,4,12.59779145,55.66747215,317.52,2559.71,646.57,185.28,2642.98,Hovedstaden
3363,5495000, Lyneborggade 27,2300 København S,99,3,12.6111992,55.66372629,172.04,3687.65,252.04,232.56,1415.79,Hovedstaden
3364,5500000, Sundkaj 33,2150 Nordhavn,91,3,12.59642643,55.71038191,518.55,2560.08,823.5,494.19,3230.41,Hovedstaden
3365,5695000, Thurøvej 14,2000 Frederiksberg,86,3,12.52575015,55.68315454,353.09,2484.35,403.62,247.47,614.4,Hovedstaden
3366,5995000, Nimbusparken 3,2000 Frederiksberg,81,2,12.51412083,55.67999106,408.5,2524.19,661.43,283.87,1490.64,Hovedstaden
3367,5995000, Porcelænshaven 2E ,2000 Frederiksberg,78,3,12.52287033,55.67926948,208.86,2118.38,337.48,401.09,1312.33,Hovedstaden
3368,5995000, Havnen 7,8700 Horsens,195,4,9.8605867,55.85847267,797.3,2174.96,797.3,375.91,1320.04,Midtjylland
3369,6495000, Strandboulevarden 109,2100 København Ø,114,5,12.58487338,55.70854387,276.07,2089.92,514.16,291.53,2374.26,Hovedstaden
3370,6495000, Clarasvej 5,2920 Charlottenlund,100,5,12.58289572,55.76680241,739.0,1519.83,1120.33,683.95,5457.99,Hovedstaden
3371,6985000, Sortedam Dossering 41A,2200 København N,111,4,12.56800811,55.69167475,73.2,1475.9,574.24,516.53,702.04,Hovedstaden
3372,6995000, Drechselsgade 12,2300 København S,113,3,12.56808153,55.65685421,560.32,2652.95,1319.79,292.11,4015.08,Hovedstaden
3373,7775000, Hessellund 16 ,8700 Horsens,161,5,9.89339016,55.8711924,1583.37,4238.29,2007.96,668.32,1871.27,Midtjylland
3374,7795000, Aurehøjvej 26C,2900 Hellerup,128,3,12.56869497,55.73582238,426.95,633.58,584.13,486.84,2164.28,Hovedstaden
3375,22500000, Tuborg Havnepark 11,2900 Hellerup,171,4,12.58467915,55.72560824,863.11,1648.19,438.63,580.76,3494.39,Hovedstaden
3376,1295000, Valdemarsgade 12,9000 Aalborg,39,2,9.91099112,57.05055012,182.44,586.34,375.11,485.82,219.8,Nordjylland
3377,1298000, Reberbansgade 50,9000 Aalborg,53,2,9.90878609,57.05012341,151.74,560.4,281.86,590.49,298.73,Nordjylland
3378,1495000, Roskildevej 380 1 2 ,2630 Taastrup,50,2,12.29611476,55.65788766,535.33,4835.36,636.1,864.77,8172.21,Hovedstaden
3379,1495000, Kanslergade 17,5000 Odense C,56,2,10.36822597,55.39691814,318.9,1533.55,332.04,233.07,1606.5,Syddanmark
3380,1745000, Vesterbrogade 27C ,7000 Fredericia,101,3,9.74232818,55.5687601,651.01,163.11,770.03,116.31,10760.69,Syddanmark
3381,1845000, Taastrup Have 30,2630 Taastrup,57,2,12.29372617,55.65312439,742.6,2628.83,691.96,627.64,7683.68,Hovedstaden
3382,1850000, Østerlarsvej 1,2770 Kastrup,55,2,12.62026063,55.63323012,567.9,1429.85,380.24,452.81,3038.81,Hovedstaden
3383,1895000, Kiddesvej 6,7100 Vejle,95,3,9.5303895,55.70204897,606.49,732.26,736.88,440.97,1704.51,Midtjylland
3384,1945000, Sjællandsgade 5,8000 Aarhus C,46,2,10.20927522,56.1611749,277.12,1947.51,198.2,251.84,5329.42,Midtjylland
3385,2095000, Ejboparken 49,4000 Roskilde,78,3,12.06498137,55.6296131,273.14,2832.87,1164.86,947.65,3117.43,Hovedstaden
3386,2098000, Daugbjergvej 22,8000 Aarhus C,52,2,10.18438784,56.15534173,322.87,2077.29,1414.01,441.03,5420.5,Midtjylland
3387,2495000, Ankersgade 5,8000 Aarhus C,55,2,10.19276511,56.14833787,154.85,1168.15,392.88,290.38,6805.36,Midtjylland
3388,2495000, Emdrupvej 12,2100 København Ø,64,3,12.55481481,55.71887751,402.34,1964.34,572.88,161.14,1455.58,Hovedstaden
3389,2495000, Niels Juels Gade 18,8200 Aarhus N,64,2,10.21725153,56.16991135,357.12,2859.1,560.45,98.46,4918.32,Midtjylland
3390,2495000, Mellemforts Allé 8,2300 København S,63,2,12.62083341,55.66025391,236.25,4373.82,650.05,215.18,1023.96,Hovedstaden
3391,2595000, Præstekærvej 7,2700 Brønshøj,78,3,12.49329067,55.70584773,30.6,6469.76,306.41,149.61,3510.36,Hovedstaden
3392,2750000, Holmboes Alle 7,8700 Horsens,119,3,9.84856591,55.85618064,994.6,1750.06,1133.15,535.68,2369.33,Midtjylland
3393,2975000, Skovledet 93A,3400 Hillerød,101,3,12.33029087,55.93570356,555.01,2523.12,873.84,931.94,1123.53,Hovedstaden
3394,2995000, Morbærhegnet 36 ,2670 Greve,82,4,12.27307743,55.58612999,446.94,12863.23,720.92,1309.24,15073.98,Hovedstaden
3395,2995000, Roskildevej 55,2000 Frederiksberg,67,2,12.51199254,55.67197086,621.81,1340.87,818.49,490.78,2246.43,Hovedstaden
3396,2995000, Jagtvej 215B,2100 København Ø,65,2,12.57440448,55.70921659,401.22,2948.03,488.37,256.67,1937.0,Hovedstaden
3397,3098000, Holsteinsgade 66,2100 København Ø,63,2,12.59085263,55.70030637,189.51,1256.52,370.81,611.69,2229.46,Hovedstaden
3398,3195000, Jagtvej 145,2200 København N,73,3,12.55375732,55.69894631,57.66,2501.61,468.64,33.08,1072.45,Hovedstaden
3399,3795000, Markskellet 8,2720 Vanløse,90,3,12.492248,55.6942161,334.49,5000.91,732.92,147.3,2831.11,Hovedstaden
3400,3895000, Drejøgade 26C,2100 København Ø,71,3,12.57219536,55.7111898,282.9,2745.51,627.59,175.77,2153.27,Hovedstaden
3401,3995000, Ågade 21,9000 Aalborg,240,7,9.9213693,57.04345673,446.18,397.89,607.53,250.55,1417.32,Nordjylland
3402,3995000, Amagerfælledvej 17,2300 København S,74,3,12.59539279,55.6668443,273.11,2405.4,556.26,374.01,2462.94,Hovedstaden
3403,3995000, Bregnerødgade 21,2200 København N,75,3,12.53756771,55.69818327,375.32,3060.54,395.99,351.2,2116.77,Hovedstaden
3404,4495000, C.F. Møllers Allé 66,2300 København S,97,3,12.57771642,55.63446794,283.08,813.71,570.89,401.67,5154.59,Hovedstaden
3405,4495000, Vestervang 10,8000 Aarhus C,148,4,10.19300314,56.16235288,176.13,2178.09,886.42,694.1,4693.61,Midtjylland
3406,4795000, Lergravsvej 54,2300 København S,93,3,12.62611875,55.66365608,294.33,4821.31,407.64,304.25,1622.85,Hovedstaden
3407,4895000, George Marshalls Vej 11,2450 København SV,62,2,12.56209955,55.65921491,878.69,2189.19,1286.32,740.75,5112.36,Hovedstaden
3408,4899000, C.F. Møllers Allé 18,2300 København S,105,4,12.57425173,55.63513661,376.99,1409.48,823.51,537.29,4928.94,Hovedstaden
3409,4995000, Sankelmarksgade 19,1676 København V,87,3,12.54875014,55.66568748,178.38,1908.34,386.79,156.94,3887.51,Hovedstaden
3410,4998000, Åhusene 11,8000 Aarhus C,92,3,10.18663535,56.15291207,522.92,1857.59,1455.41,246.73,6041.29,Midtjylland
3411,5150000, Vestervang 9,8000 Aarhus C,114,4,10.19381649,56.16222822,145.7,2231.15,929.62,747.26,4787.07,Midtjylland
3412,5195000, Thorshavnsgade 16,2300 København S,84,3,12.57947238,55.6679947,312.88,1908.92,841.6,223.55,3514.8,Hovedstaden
3413,5195000, Vesterfælledvej 66D,1799 København V,83,4,12.53908785,55.66695695,119.49,1862.79,327.17,309.46,3204.35,Hovedstaden
3414,5795000, Johannes V. Jensens Alle 12,2000 Frederiksberg,149,4,12.49682383,55.67197685,649.99,1848.41,359.45,454.6,3261.71,Hovedstaden
3415,6898000, Johanne Bergs Gade 14,8000 Aarhus C,139,4,10.22161147,56.16419967,665.97,2254.82,1019.22,511.07,5732.03,Midtjylland
3416,7795000, Porcelænshaven 4D,2000 Frederiksberg,89,3,12.52269586,55.67889388,203.29,2040.29,309.31,435.12,1177.24,Hovedstaden
3417,10500000, Amager Strandvej 116A ,2300 København S,150,4,12.63214606,55.65982094,576.29,4694.32,533.75,516.53,2040.07,Hovedstaden
3418,10995000, Margretheholmsvej 70,1432 København K,141,5,12.61554821,55.6864719,1345.84,5339.93,2201.78,1761.78,4366.64,Hovedstaden
3419,2120000, Ejboparken 21,4000 Roskilde,78,3,12.06343845,55.62880992,157.19,2696.62,1028.61,1013.4,2981.18,Hovedstaden
3420,2645000, Ålandsgade 32,2300 København S,52,2,12.60744409,55.66172149,148.63,3446.47,382.66,271.89,1518.11,Hovedstaden
3421,4145000, Judithsvej 11,2900 Hellerup,82,3,12.5649299,55.72857983,324.8,1260.89,859.84,108.94,2001.59,Hovedstaden
3422,4195000, Ørnevej 29,2400 København NV,79,4,12.5341136,55.70003369,383.67,3807.39,125.16,334.1,1827.64,Hovedstaden
3423,4695000, Ved Volden 7,1425 København K,91,3,12.59392369,55.67194206,198.82,2225.72,205.16,140.03,3339.11,Hovedstaden
3424,6250000, Papirfabrikken 52,8600 Silkeborg,127,3,9.55735308,56.17318246,1143.5,1753.34,773.52,389.5,1200.16,Midtjylland
3425,7800000, Enghave Plads 11 3 th ,1670 København V,98,4,12.54639737,55.66685264,125.29,1826.04,132.13,252.86,3816.57,Hovedstaden
3426,898000, Storegade 10 3 th ,6800 Varde,97,5,8.48370298,55.61949205,615.35,404.09,870.23,550.28,17710.56,Syddanmark
3427,2495000, Tranemosevej 7,2600 Glostrup,77,3,12.40476155,55.65954372,408.08,1228.23,1038.25,310.76,2819.84,Hovedstaden
3428,3195000, Sankt Annæ Gade 13,1416 København K,42,1,12.59301813,55.67329212,259.78,2434.8,138.19,122.5,3189.37,Hovedstaden
3429,3295000, Edvard Thomsens Vej 93,2300 København S,65,2,12.57995649,55.63236011,35.21,469.61,226.86,93.91,4743.67,Hovedstaden
3430,675000, Platanvej 53,8930 Randers NØ,67,2,10.04713038,56.48182636,235.58,4872.03,1073.14,819.56,2136.43,Midtjylland
3431,995000, Grønvang 18,8960 Randers SØ,81,4,10.0610255,56.44850027,590.17,3386.38,544.53,659.06,4031.08,Midtjylland
3432,1495000, Strubjerg 19 3 tv ,9400 Nørresundby,111,3,9.918891,57.07119019,332.63,1455.4,932.01,586.92,3759.82,Nordjylland
3433,1700000, Oldenborggade 11A ,2300 København S,106,1,12.61126544,55.66509695,170.65,3620.9,225.5,179.21,1541.94,Hovedstaden
3434,1995000, Østre Paradisvej 5B,2840 Holte,64,2,12.48553011,55.81741127,149.6,3013.65,1062.4,1366.04,11405.43,Hovedstaden
3435,2270000, Kayerødsgade 27,9000 Aalborg,96,4,9.92759261,57.04484687,179.75,832.52,822.68,292.51,1942.79,Nordjylland
3436,2299000, Jyllandsgade 15 4 th ,9000 Aalborg,87,2,9.92167562,57.04260864,524.07,336.15,713.52,249.74,1208.71,Nordjylland
3437,2600000, Falstersgade 10,8000 Aarhus C,55,2,10.20090633,56.16299069,69.84,1930.07,188.07,316.98,4620.87,Midtjylland
3438,2645000, Skibhusvej 61B 4 th ,5000 Odense C,104,4,10.39333178,55.40693457,466.24,999.81,282.43,113.74,4413.35,Syddanmark
3439,2898000, Niels Juels Gade 3,8200 Aarhus N,57,3,10.21879176,56.16946936,462.2,2552.19,665.62,203.54,5023.49,Midtjylland
