,Pris,address,zipcode,m2,rooms,x,y,daycare_distance,train_distance,school_distance,supermarket_distance,hospital_distance,Region
1863,1750000, Søndergade 33A st tv ,9000 Aalborg,73,2,9.92755245,57.04577494,350.36,1380.41,924.64,317.47,2399.85,Nordjylland
1864,1795000, Groskenstræde 7,3000 Helsingør,73,2,12.61095558,56.03691226,346.68,521.28,363.65,192.29,756.35,Hovedstaden
1865,2150000, Borresøvej 29 1 mf ,8240 Risskov,58,2,10.23345893,56.2044848,1523.41,7578.43,1286.53,243.46,5745.65,Midtjylland
1866,2195000, Tesdorpfsvej 3,5000 Odense C,84,3,10.39698555,55.38764321,487.68,2563.65,352.99,646.59,2286.9,Syddanmark
1867,2345000, Stillidsvej 1B 1 4 ,2650 Hvidovre,71,2,12.48754635,55.6311585,517.71,4470.87,434.5,715.07,3480.13,Hovedstaden
1868,2695000, Fredensgade 2,5000 Odense C,80,3,10.39651111,55.39152535,75.18,2147.21,91.79,194.14,2584.95,Syddanmark
1869,3250000, Vølundsgade 14B,2200 København N,54,2,12.54984517,55.7004302,71.29,2817.15,187.98,334.51,1837.75,Hovedstaden
1870,3498000, Rytterparken 114,2765 Smørum,107,4,12.29203628,55.73583136,484.08,14006.47,1286.88,780.13,12194.81,Hovedstaden
1871,3695000, Ved Amagerbanen 27A,2300 København S,59,2,12.62640503,55.66565999,463.99,4583.56,481.69,484.4,2576.8,Hovedstaden
1872,4995000, Luganovej 30,2300 København S,97,4,12.61942528,55.65822806,218.32,4305.77,974.2,190.65,683.13,Hovedstaden
1873,13995000, Store Kongensgade 23,1264 København K,195,6,12.58600819,55.68251363,375.64,1140.74,447.51,133.03,2383.48,Hovedstaden
1874,575000, Vestergade 127A ,6792 Rømø,71,4,8.54922591,55.08676115,589.42,23234.89,21879.21,1264.04,48331.12,Syddanmark
1875,745000, Torvegade 10A,8900 Randers C,62,2,10.03596995,56.46017659,521.14,1075.72,812.53,418.67,2598.22,Midtjylland
1876,950000, Holbækvej 7B,4370 Store Merløse,84,4,11.70922728,55.54465942,627.29,169.76,417.08,451.06,13371.96,Hovedstaden
1877,995000, Mellemstræde 2B ,8500 Grenaa,136,3,10.86982381,56.41534192,1017.64,55525.09,821.3,616.43,617.71,Midtjylland
1878,1295000, Ligustervej 37,8600 Silkeborg,67,2,9.48316655,56.1515632,1751.96,5798.03,1710.24,967.53,7638.85,Midtjylland
1879,1350000, Lindevangshusene 110,2630 Taastrup,47,1,12.28844483,55.64357934,215.4,4385.42,947.56,1577.03,9884.78,Hovedstaden
1880,1375000, Hvedevænget 8,4700 Næstved,87,3,11.7649718,55.23602558,444.75,848.63,1090.62,607.12,737.32,Hovedstaden
1881,1395000, Buchwaldsgade 55,5000 Odense C,46,2,10.39110706,55.40593073,387.69,1039.94,67.17,225.66,4113.29,Syddanmark
1882,1395000, Toggangen 1,2730 Herlev,44,2,12.44324338,55.72203484,318.36,9162.63,893.87,624.67,2575.77,Hovedstaden
1883,1495000, Kongensgavevej 59,3200 Helsinge,83,3,12.20509133,56.02581354,458.86,1107.25,678.21,556.42,18526.91,Hovedstaden
1884,1545000, Snerlevej 26 st 47 ,3000 Helsingør,65,2,12.59432565,56.0207164,370.96,2045.78,614.36,1561.6,2061.63,Hovedstaden
1885,1595000, Evald Tangs Alle 34B ,8370 Hadsten,104,3,10.04537309,56.32641225,807.84,830.91,1029.64,111.26,17578.02,Midtjylland
1886,1625000, Holbækvej 26 3 th ,4000 Roskilde,57,2,12.06763646,55.63455079,609.53,1748.72,1084.45,208.8,1749.27,Hovedstaden
1887,1645000, Reberbansgade 13E,9000 Aalborg,63,2,9.91323825,57.04935885,487.67,950.2,654.97,445.38,384.4,Nordjylland
1888,1650000, Østervænget 2,5000 Odense C,66,2,10.40015547,55.40482968,253.92,1197.43,765.65,543.94,4715.47,Syddanmark
1889,1695000, Jens Chr. Skous Vej 8A,4690 Haslev,86,3,11.96431041,55.31589989,464.14,2129.77,231.99,1127.85,20212.76,Hovedstaden
1890,1695000, Klostervej 24B,5000 Odense C,64,2,10.38080459,55.39843202,398.37,680.87,333.68,342.6,2305.38,Syddanmark
1891,1725000, Ryttergårdsvej 16,3520 Farum,61,2,12.37164758,55.81439493,276.13,13479.2,1194.21,612.41,13079.11,Hovedstaden
1892,1748000, Ågade 34 1 th ,9000 Aalborg,74,2,9.92089475,57.04266873,532.4,309.07,655.24,304.06,1182.13,Nordjylland
1893,1795000, Østerbæksvej 14,5230 Odense M,73,3,10.39800472,55.38330208,225.6,2183.22,478.36,354.37,2785.77,Syddanmark
1894,1795000, Nygade 25,4220 Korsør,146,5,11.13675207,55.32806535,100.27,4402.89,518.69,561.35,20941.3,Sjælland
1895,1850000, Juelsparken 26,9210 Aalborg SØ,120,3,9.93243742,57.01483889,210.48,3795.61,581.54,217.57,4292.66,Nordjylland
1896,1875000, Bjarkesvej 10,3000 Helsingør,80,3,12.59567301,56.03833318,657.77,1074.38,844.45,755.21,1467.45,Hovedstaden
1897,1895000, Buddinge Hovedgade 226,2880 Bagsværd,56,2,12.4732421,55.75060825,581.07,4505.01,736.08,705.29,3741.67,Hovedstaden
1898,2095000, Folehaven 107,2500 Valby,60,2,12.4965146,55.65184813,425.78,1581.4,618.17,322.32,4734.78,Hovedstaden
1899,2295000, Roskildevænget 65,4000 Roskilde,76,3,12.09607126,55.62833955,164.52,2610.96,284.36,198.11,1521.22,Hovedstaden
1900,2345000, Kærholmen 17,2720 Vanløse,53,2,12.48941102,55.68120533,162.84,3191.54,188.93,455.53,2992.5,Hovedstaden
1901,2345000, Nordre Ringgade 86,8200 Aarhus N,62,2,10.21206025,56.17326002,296.1,3464.07,453.78,244.08,4495.39,Midtjylland
1902,2345000, Vejlegårdsparken 14,2665 Vallensbæk Strand,88,3,12.3841917,55.62457772,279.71,6070.71,914.9,440.51,6409.12,Hovedstaden
1903,2445000, Korsørgade 4,2100 København Ø,44,1,12.58089525,55.70718684,150.21,2238.65,238.87,17.8,2194.92,Hovedstaden
1904,2495000, Baldersgade 18,2200 København N,52,1,12.54468883,55.69886884,50.39,2685.32,497.15,240.56,2136.75,Hovedstaden
1905,2595000, Englandsvej 47,2300 København S,67,3,12.6027788,55.65341259,373.37,2765.19,382.62,64.31,1329.16,Hovedstaden
1906,2598000, Rytterparken 42,2765 Smørum,79,3,12.29217065,55.73406359,369.55,13822.8,1225.46,581.92,12011.14,Hovedstaden
1907,2598000, Fredensgade 30,8000 Aarhus C,67,3,10.20857619,56.15307684,830.48,445.37,450.87,451.0,6099.09,Midtjylland
1908,2645000, Mølleåparken 83,2800 Kongens Lyngby,61,2,12.50265053,55.79495896,512.52,311.37,1287.18,246.47,9359.71,Hovedstaden
1909,3095000, Bykildevej 9,2500 Valby,60,2,12.51892819,55.66752815,641.87,879.82,948.49,427.22,2441.97,Hovedstaden
1910,3195000, Astrupvej 91,2700 Brønshøj,79,3,12.49263311,55.70511432,122.78,6224.04,241.59,114.19,3435.94,Hovedstaden
1911,3225000, Rytterparken 102,2765 Smørum,99,3,12.29265714,55.73577497,425.31,14110.09,1228.1,856.76,12298.53,Hovedstaden
1912,3450000, Peter Fabers Gade 36,2200 København N,45,2,12.55643858,55.69160509,88.38,1634.48,226.22,138.96,1255.12,Hovedstaden
1913,3498000, Rytterparken 36,2765 Smørum,108,4,12.29179176,55.73405819,366.89,13804.69,1269.8,578.35,11993.03,Hovedstaden
1914,3550000, Rungsted Bytorv 2,2960 Rungsted Kyst,78,2,12.52909455,55.88288644,268.47,247.21,448.2,41.67,18082.41,Hovedstaden
1915,3795000, Lyngbyvej 32B,2100 København Ø,93,3,12.56239694,55.70933164,166.33,3565.78,611.07,92.04,2050.55,Hovedstaden
1916,3895000, Ved Amagerport 4,2300 København S,63,2,12.59619971,55.66790667,336.08,2592.74,612.83,323.46,2791.67,Hovedstaden
1917,3900000, Marstrandsgade 22,8000 Aarhus C,78,3,10.19728063,56.15443128,917.93,876.42,846.51,465.8,6191.43,Midtjylland
1918,3995000, Bernhard Bangs Alle 1,2000 Frederiksberg,88,3,12.51227429,55.68415311,271.7,2817.95,504.45,590.64,951.5,Hovedstaden
1919,3995000, Dianas Have 21 ,2970 Hørsholm,85,4,12.5054146,55.87614837,310.86,2432.44,794.6,801.77,16623.04,Hovedstaden
1920,3998000, Frederiks Plads 8,8000 Aarhus C,79,3,10.2085929,56.14924491,618.16,1375.69,563.69,342.39,7079.01,Midtjylland
1921,3998000, Marstrandsgade 3,8000 Aarhus C,86,3,10.19881935,56.15501839,957.76,1736.24,731.54,350.84,6223.26,Midtjylland
1922,4250000, Rodosvej 6,2300 København S,85,4,12.61351809,55.65041523,193.18,2795.07,278.07,300.35,947.94,Hovedstaden
1923,4298000, Mariane Thomsens Gade 36,8000 Aarhus C,103,3,10.22984466,56.16517427,1642.55,2938.77,1995.89,1368.45,6585.58,Midtjylland
1924,4795000, Gasværksvej 7,1656 København V,74,3,12.55640486,55.67177104,112.86,925.18,223.97,121.41,3291.35,Hovedstaden
1925,4995000, Australiensvej 17,2100 København Ø,82,2,12.56448485,55.70854041,281.03,3208.89,267.17,332.18,1863.75,Hovedstaden
1926,5395000, Ingrid Marievej 66,2500 Valby,114,4,12.50671901,55.65578065,401.42,1455.45,1239.51,248.88,3569.11,Hovedstaden
1927,5495000, Gormsgade 11,2200 København N,94,3,12.54651538,55.6975555,170.69,2504.09,354.21,226.24,1737.73,Hovedstaden
1928,5495000, Klaksvigsgade 8,2300 København S,94,3,12.58078607,55.66758129,301.53,1736.31,842.05,359.5,3441.25,Hovedstaden
1929,5498000, Thad Jones Vej 6,2450 København SV,106,3,12.5488482,55.64693798,114.09,2770.7,591.95,174.86,6527.67,Hovedstaden
1930,7250000, Mathildevej 12,2000 Frederiksberg,119,4,12.51781014,55.67578179,335.92,1580.18,439.3,827.86,1559.24,Hovedstaden
1931,7250000, Strandboulevarden 145,2100 København Ø,118,5,12.57998439,55.70899318,259.1,2898.07,160.87,244.81,2385.01,Hovedstaden
1932,7495000, Frederiksvej 1A,2000 Frederiksberg,149,5,12.51919786,55.67508468,294.48,1413.75,397.86,786.42,1517.8,Hovedstaden
1933,7495000, Kaffevej 41,2610 Rødovre,130,4,12.43881988,55.67642546,120.7,4226.03,1200.94,1082.38,4773.39,Hovedstaden
1934,11495000, Drosselvej 57A,2000 Frederiksberg,142,4,12.52572747,55.69211677,460.51,3592.86,427.94,507.4,876.72,Hovedstaden
1935,545000, Bavnehøjvej 3 st tv ,8500 Grenaa,70,3,10.86724508,56.41765536,928.99,55059.19,669.66,853.96,307.37,Midtjylland
1936,595000, Haraldsgade 15A,7400 Herning,45,2,8.98595597,56.13323552,702.18,1040.13,686.48,735.86,2371.17,Midtjylland
1937,875000, Sankt Jørgens Vej 22,5700 Svendborg,52,2,10.60083677,55.05566983,243.96,1365.28,697.8,547.41,583.89,Syddanmark
1938,1295000, Pebermyntevej 7,8800 Viborg,107,4,9.3934089,56.46393978,722.91,2497.14,756.74,742.22,3062.64,Midtjylland
1939,1345000, Thomas B. Thriges Gade 83 4 1 ,5000 Odense C,47,1,10.38586375,55.40549842,378.31,1195.16,514.59,190.48,3782.11,Syddanmark
1940,1395000, Gyldenløvesgade 2A,5000 Odense C,65,2,10.40581555,55.39399875,184.8,2114.62,743.21,395.09,3298.16,Syddanmark
1941,1395000, Topperne 8,2620 Albertslund,49,2,12.3407687,55.67072389,456.28,5098.69,286.35,262.35,5425.81,Hovedstaden
1942,1495000, Badstuevej 1,3200 Helsinge,59,2,12.19973984,56.02155262,745.07,510.61,652.86,227.22,17309.76,Hovedstaden
1943,1550000, Fredericiagade 2,9000 Aalborg,60,2,9.907304,57.05132794,318.27,331.8,314.96,400.39,487.23,Nordjylland
1944,1595000, Saven A 6,2630 Taastrup,57,2,12.27852958,55.65123519,347.57,729.52,818.84,442.06,8849.18,Hovedstaden
1945,1650000, Holbækvej 26,4000 Roskilde,65,3,12.06763646,55.63455079,609.53,1748.72,1084.45,208.8,1749.27,Hovedstaden
1946,1650000, Blåbærhaven 1,2980 Kokkedal,65,2,12.49468541,55.91570938,534.39,1900.25,879.29,870.61,16394.69,Hovedstaden
1947,1695000, Færøgade 53,9000 Aalborg,83,3,9.93829683,57.04185348,226.83,1460.4,510.53,127.07,2316.13,Nordjylland
1948,1795000, Steen Blichers Gade 1E ,8900 Randers C,100,3,10.02820846,56.46182253,274.86,537.47,383.36,213.67,2205.1,Midtjylland
1949,1800000, Byagervej 113,3460 Birkerød,66,2,12.43446874,55.85161396,560.12,8490.07,1376.15,517.54,13552.6,Hovedstaden
1950,1895000, Vejlesøparken 1,2840 Holte,64,2,12.4668006,55.80294371,43.22,3257.56,448.14,999.64,10120.69,Hovedstaden
1951,1998000, Højagerparken 12,2750 Ballerup,61,3,12.36227047,55.73473364,680.32,11480.12,1049.28,523.91,6659.76,Hovedstaden
1952,2145000, Gammel Bagsværdvej 24A,2800 Kongens Lyngby,56,2,12.49383296,55.76872868,260.05,1263.58,148.35,497.7,5627.57,Hovedstaden
1953,2195000, Østerbrogade 116 6 ,9400 Nørresundby,105,3,9.92458718,57.0580251,357.57,1597.3,467.85,382.84,1536.34,Nordjylland
1954,2245000, Brandholms Alle 32D,2610 Rødovre,58,2,12.45054512,55.67532408,173.71,4571.44,400.43,540.31,4844.51,Hovedstaden
1955,2295000, Kastrupvej 84,2300 København S,52,2,12.61923797,55.65328207,335.11,3445.96,413.88,285.32,296.42,Hovedstaden
1956,2295000, Ordrupvej 4,8000 Aarhus C,58,2,10.192367,56.13970218,430.39,1901.95,446.44,848.55,7462.26,Midtjylland
1957,2295000, Boholtevej 3,4600 Køge,94,4,12.16429373,55.44761382,537.01,2136.01,1130.51,183.4,4351.67,Hovedstaden
1958,2350000, Vester Allé 24A,8000 Aarhus C,49,2,10.19883482,56.15747241,705.48,1087.25,518.86,121.85,5095.77,Midtjylland
1959,2495000, Frederikssundsvej 68G 1 tv ,2400 København NV,54,2,12.52734049,55.70446118,324.66,3823.13,300.85,311.59,1755.15,Hovedstaden
1960,2495000, Dalstrøget 85,2870 Dyssegård ,59,2,12.5190328,55.73669805,388.22,3746.29,433.64,180.51,2355.72,Hovedstaden
1961,2495000, Østre Stationsvej 44,5000 Odense C,90,3,10.38002614,55.39909064,478.72,599.42,252.13,282.7,2267.73,Syddanmark
1962,2498000, Skovgaardsgade 16,8000 Aarhus C,53,2,10.19437267,56.15468854,674.94,1360.12,972.42,553.91,5847.23,Midtjylland
1963,2525000, Morescosvej 12,2920 Charlottenlund,46,2,12.57269288,55.76011032,84.34,2497.97,320.62,303.08,4415.09,Hovedstaden
1964,2598000, Nedertoften 25,2720 Vanløse,59,2,12.48851833,55.6810223,147.16,3164.64,151.93,391.33,2969.5,Hovedstaden
1965,2650000, Molsgade 1B ,8000 Aarhus C,57,2,10.21480078,56.1623697,295.51,1809.14,441.54,319.19,5612.45,Midtjylland
1966,2950000, Perlegade 9 1 tv ,6400 Sønderborg,130,3,9.78955804,54.90979771,545.83,936.99,529.73,203.04,2014.19,Syddanmark
1967,2950000, Perlegade 9 1 th ,6400 Sønderborg,126,3,9.78955804,54.90979771,545.83,936.99,529.73,203.04,2014.19,Syddanmark
1968,2995000, Øster Teglgårdsvej 33,8800 Viborg,108,3,9.40684781,56.43198054,1121.8,2286.45,1374.29,743.24,2141.99,Midtjylland
1969,2995000, Langdraget 31,2720 Vanløse,58,3,12.48928111,55.68208318,94.01,3296.41,120.09,392.3,2848.16,Hovedstaden
1970,2995000, Guldsmedestræde 4,2640 Hedehusene,91,3,12.20638195,55.64563835,126.52,2792.74,131.24,312.94,9095.7,Hovedstaden
1971,3100000, Søbakkevej 2,2640 Hedehusene,82,3,12.20791566,55.64427798,408.01,2927.23,412.83,504.76,9230.09,Hovedstaden
1972,3195000, Sønder Boulevard 22,1720 København V,49,2,12.55536505,55.66811656,183.56,1492.2,301.34,194.12,3772.57,Hovedstaden
1973,3195000, Garnisonsvej 42,3520 Farum,102,4,12.33767801,55.82589014,518.81,11831.77,1886.0,571.48,16049.89,Hovedstaden
1974,3195000, Bavnehøj Park 11,3500 Værløse,107,4,12.3709718,55.78709747,215.53,11229.52,261.64,550.68,10281.25,Hovedstaden
1975,3195000, Rødovrevej 173,2610 Rødovre,82,3,12.46421929,55.68519971,214.96,5165.42,430.79,337.77,5536.72,Hovedstaden
1976,3195000, Edvard Thomsens Vej 5D,2300 København S,71,2,12.57322387,55.63255788,218.19,855.32,645.81,207.19,5226.17,Hovedstaden
1977,3245000, Nordre Fasanvej 26,2000 Frederiksberg,50,2,12.52281623,55.68154376,317.67,2131.86,357.15,59.49,750.81,Hovedstaden
1978,3295000, Fiskedamsgade 27A,2100 København Ø,58,2,12.58677831,55.70023235,240.48,1337.92,173.88,508.9,2063.89,Hovedstaden
1979,3395000, Nørre Allé 82,8000 Aarhus C,76,3,10.2018987,56.15950816,421.53,1472.8,187.11,262.31,5173.51,Midtjylland
1980,3650000, Nordre Fasanvej 66,2000 Frederiksberg,67,2,12.52584498,55.68520918,316.91,2603.29,584.66,257.21,340.94,Hovedstaden
1981,3695000, Skanderborgvej 181B 1 ,8260 Viby J,159,5,10.16505154,56.12985862,397.72,1065.13,434.64,467.15,8939.36,Midtjylland
1982,3995000, Drejøgade 26B,2100 København Ø,64,3,12.57224811,55.71103675,299.73,2762.34,638.02,192.6,2163.7,Hovedstaden
1983,3999000, Laksegade 20B,1063 København K,66,2,12.58326568,55.67801058,438.85,1161.36,468.02,256.21,2754.5,Hovedstaden
1984,4495000, Korsørgade 36,2100 København Ø,65,2,12.58401517,55.70705499,249.61,2039.05,365.47,155.21,2117.19,Hovedstaden
1985,4650000, Brannersvej 5,2920 Charlottenlund,97,4,12.56996607,55.75626693,557.63,3155.29,435.36,335.77,3866.01,Hovedstaden
1986,4695000, Steenwinkelsvej 6,1966 Frederiksberg C,76,3,12.55128376,55.68335855,265.33,1918.08,408.57,171.61,2076.52,Hovedstaden
1987,4895000, Porcelænshaven 10E,2000 Frederiksberg,70,3,12.52330295,55.67834036,134.86,1938.65,342.67,464.28,1206.4,Hovedstaden
1988,4895000, Gråspurvevej 49,2400 København NV,111,4,12.52339281,55.7035576,197.62,5316.63,536.51,417.88,2062.58,Hovedstaden
1989,4995000, Vejlesøparken 5,2840 Holte,126,5,12.46589585,55.80176872,220.26,3431.19,625.18,1088.45,10294.33,Hovedstaden
1990,5195000, Amager Strandvej 114C,2300 København S,85,3,12.63165559,55.66004257,544.55,4662.49,501.92,484.7,2008.33,Hovedstaden
1991,5700000, Torvegade 23,1400 København K,98,3,12.58975488,55.67347465,280.0,1848.22,400.47,233.02,3224.61,Hovedstaden
1992,5795000, Rosenvængets Hovedvej 34,2100 København Ø,93,3,12.58674059,55.70134214,146.94,1481.34,223.13,376.39,1698.7,Hovedstaden
1993,5995000, Rentemestervej 19B,2400 København NV,154,4,12.53004447,55.7057718,240.42,4802.32,360.36,357.84,1382.77,Hovedstaden
1994,7000000, Midtermolen 18,2100 København Ø,85,3,12.59775783,55.69749439,378.82,1091.78,1231.39,689.98,3127.21,Hovedstaden
1995,7400000, Indiakaj 7 2 tv ,2100 København Ø,105,3,12.59648641,55.69550339,105.15,791.2,930.81,472.7,2922.17,Hovedstaden
1996,7895000, Øresund Parkvej 11,2300 København S,126,4,12.62961339,55.66380228,523.5,4965.38,622.21,444.39,2326.42,Hovedstaden
1997,9000000, Øster Farimagsgade 28A 6 th ,2100 København Ø,88,3,12.57626022,55.69127029,145.12,1188.56,117.85,33.23,1199.9,Hovedstaden
1998,675000, Vestervold 33,8900 Randers C,61,2,10.03237372,56.46340524,249.91,871.22,362.91,248.41,1588.75,Midtjylland
1999,725000, Granly Alle 5F,6710 Esbjerg V,54,2,8.41148723,55.49397508,228.15,4326.81,939.81,247.16,4676.49,Syddanmark
2000,1035000, Grøndalsvej 58,8260 Viby J,59,2,10.13968905,56.12163091,230.42,2438.51,1041.9,270.64,10371.84,Midtjylland
2001,1250000, Købmagergade 6B 1 th ,7000 Fredericia,98,4,9.75902525,55.5682773,201.12,1530.43,534.67,425.15,11976.21,Syddanmark
2002,1348000, Vestergade 66,8900 Randers C,118,3,10.0233057,56.4623661,604.12,194.93,549.92,239.77,2700.16,Midtjylland
2003,1498000, Provstejorden 16,9000 Aalborg,73,3,9.90924096,57.02924523,262.69,2215.24,1381.26,678.78,1236.42,Nordjylland
2004,1595000, Brinchs Have 15,2630 Taastrup,59,2,12.2997622,55.64679317,453.08,3698.68,459.54,770.3,8044.43,Hovedstaden
2005,1595000, Teglgårdsvej 403,3050 Humlebæk,72,3,12.52351777,55.95956525,487.46,1207.34,1005.34,910.05,13563.98,Hovedstaden
2006,1650000, Højagerparken 8,2750 Ballerup,57,2,12.36180143,55.73456613,732.68,11670.88,1059.2,487.97,6850.52,Hovedstaden
2007,1698000, Orla Lehmannsgade 8,7100 Vejle,82,3,9.53185035,55.70917033,377.98,594.79,380.68,265.91,1199.88,Midtjylland
2008,1795000, Birketinget 2F,2300 København S,45,1,12.6005404,55.65649685,228.44,3374.5,556.91,343.85,2107.12,Hovedstaden
2009,1795000, Horsensvej 18,3000 Helsingør,67,2,12.5933315,56.0216861,244.55,2139.07,487.95,1435.19,2299.88,Hovedstaden
2010,1795000, Folehaven 100,2500 Valby,56,2,12.4962225,55.6522458,465.81,2236.94,658.21,362.26,3859.12,Hovedstaden
2011,1895000, Brogade 27,4100 Ringsted,95,3,11.78955053,55.44046688,560.32,401.65,588.38,339.0,1253.4,Hovedstaden
2012,1995000, Kollelevbakken 3C,2830 Virum,52,2,12.46192021,55.78990758,894.67,2740.05,233.75,1104.43,9650.91,Hovedstaden
2013,1995000, Landlystvej 65E,2650 Hvidovre,55,2,12.4708936,55.65945536,612.1,3221.56,384.65,413.51,3512.83,Hovedstaden
2014,1998000, Hovedvejen 146 3 i ,2600 Glostrup,68,3,12.39184294,55.6660282,197.99,917.32,321.14,227.66,1458.6,Hovedstaden
2015,2095000, Teglvænget 15 3 tv ,9000 Aalborg,98,3,9.94006758,57.04497425,743.44,1791.98,1027.13,544.53,2271.54,Nordjylland
2016,2150000, Rosenkrantzgade 8C,8000 Aarhus C,55,2,10.20713731,56.15208228,853.45,358.28,247.08,247.31,6167.2,Midtjylland
2017,2150000, Vangede Bygade 107,2820 Gentofte,60,2,12.51922557,55.74852962,349.71,2224.18,494.16,74.0,2517.7,Hovedstaden
2018,2150000, Lyngborghave 4B,3460 Birkerød,72,3,12.41267869,55.83842474,333.77,10010.59,481.21,1422.98,14426.31,Hovedstaden
2019,2195000, Læssøegade 18,5000 Odense C,89,3,10.38733769,55.38938317,223.1,1870.84,496.5,855.77,1757.48,Syddanmark
2020,2195000, Storegade 34B,6200 Aabenraa,164,4,9.41852933,55.04296359,321.2,7597.9,476.76,284.07,4333.62,Syddanmark
2021,2295000, Sorrentovej 14,2300 København S,52,2,12.62221773,55.65821176,125.48,4689.48,764.55,298.9,859.99,Hovedstaden
2022,2395000, Vestervang 34,8000 Aarhus C,66,2,10.19128162,56.16454396,181.65,2314.47,680.09,817.53,4205.74,Midtjylland
2023,2495000, Rydsletten 23,2720 Vanløse,58,2,12.48889256,55.68121621,165.89,3164.73,170.66,410.06,3137.63,Hovedstaden
2024,2495000, Kæragervej 2,2720 Vanløse,62,2,12.47973784,55.6824385,215.71,3581.19,638.93,329.39,3434.95,Hovedstaden
2025,2595000, Ungarnsgade 4,2300 København S,50,2,12.61191872,55.66588276,195.69,3619.86,218.06,298.47,1531.49,Hovedstaden
2026,2650000, Lundingsgade 15,8000 Aarhus C,58,2,10.19543591,56.14622743,234.09,1351.97,402.06,367.47,7235.38,Midtjylland
2027,2795000, Askeskellet 12,2000 Frederiksberg,62,2,12.49680538,55.67074032,504.22,1651.23,234.78,425.43,3534.43,Hovedstaden
2028,2995000, Vordingborggade 78,2100 København Ø,56,2,12.58492654,55.70787116,178.85,2047.61,463.83,249.22,2216.84,Hovedstaden
2029,2995000, Horsekildevej 40,2500 Valby,61,2,12.50966867,55.66852151,312.18,809.57,414.42,162.16,3043.92,Hovedstaden
2030,3050000, Egebo 19 ,2620 Albertslund,107,3,12.33913327,55.66580289,922.7,4862.52,499.04,569.54,5189.53,Hovedstaden
2031,3199500, Ordrupvej 75A,2920 Charlottenlund,64,2,12.57647406,55.76228951,310.73,2070.85,390.25,87.47,4727.92,Hovedstaden
2032,3245000, Slåenvej 8D ,4600 Køge,103,4,12.18324111,55.47957003,849.73,1773.31,550.62,603.05,1891.25,Hovedstaden
2033,3348000, Lundbyesgade 22,8000 Aarhus C,68,3,10.19501427,56.15493843,745.66,1430.84,954.54,479.43,5917.95,Midtjylland
2034,3395000, Lyngbygårdsvej 81,2800 Kongens Lyngby,72,3,12.51142433,55.77510181,365.6,466.33,192.43,727.74,6146.73,Hovedstaden
2035,3398000, Skovvejen 85B,8000 Aarhus C,74,3,10.21753494,56.16687596,634.41,2325.97,853.01,369.71,5216.28,Midtjylland
2036,3400000, Østre Kanalgade 14,9000 Aalborg,104,3,9.91475939,57.05383727,533.69,719.92,381.76,511.37,628.96,Nordjylland
2037,3495000, Sankt Kjelds Gade 27,2100 København Ø,58,2,12.56606563,55.70985537,235.55,3070.07,229.75,286.35,2111.43,Hovedstaden
2038,3500000, Biskop Svanes Vej 77B,3460 Birkerød,99,4,12.4593978,55.8481413,76.29,7429.38,1416.66,1753.19,18466.31,Hovedstaden
2039,3695000, Stubmøllevej 22,2450 København SV,83,3,12.52466107,55.64905137,134.87,750.12,156.71,185.73,4367.38,Hovedstaden
2040,3799000, Banegårdsgade 23,8000 Aarhus C,82,3,10.20151991,56.15053537,583.21,240.24,359.74,245.0,6159.26,Midtjylland
2041,3995000, Skovgårdsvej 10 st tv ,2920 Charlottenlund,83,4,12.57366782,55.76208475,381.87,2357.84,147.6,301.8,4664.46,Hovedstaden
2042,4249000, Højnæsvej 52B,2610 Rødovre,102,4,12.45998517,55.67714067,598.42,4482.17,133.49,346.35,4843.09,Hovedstaden
2043,4250000, Jagtvej 215B 3 4 ,2100 København Ø,86,3,12.57440448,55.70921659,401.22,2948.03,488.37,256.67,1937.0,Hovedstaden
2044,4795000, Øresund Parkvej 12 1 th ,2300 København S,77,2,12.62800082,55.66354815,420.26,4982.74,533.57,430.28,2343.78,Hovedstaden
2045,4995000, Godthåbsvej 131,2000 Frederiksberg,87,4,12.51685553,55.69014365,436.2,3363.49,802.49,216.26,870.04,Hovedstaden
2046,5350000, Poul Bundgaards Vej 8,2500 Valby,116,4,12.51022039,55.65943627,546.26,749.19,640.47,418.01,3701.25,Hovedstaden
2047,5395000, Ourøgade 27,2100 København Ø,88,3,12.56556118,55.70950011,232.51,3159.46,245.45,283.75,1994.93,Hovedstaden
2048,5995000, Vagtelvej 37,2000 Frederiksberg,119,5,12.52100033,55.69269783,804.19,3814.86,818.94,497.44,999.22,Hovedstaden
2049,6550000, Islands Brygge 36A,2300 København S,102,3,12.56741573,55.65893424,530.29,2401.33,1299.97,187.89,4935.72,Hovedstaden
2050,7995000, Brolæggerstræde 13,1211 København K,115,4,12.57416949,55.67732374,202.87,888.99,500.65,247.44,3282.2,Hovedstaden
2051,10995000, Carl Th. Zahles Gade 14,2300 København S,165,5,12.57388785,55.6617016,198.42,2461.41,801.55,247.06,4362.94,Hovedstaden
2052,10995000, Høyrups Alle 2,2900 Hellerup,135,4,12.57711456,55.73947733,827.49,1747.96,853.47,182.06,2529.06,Hovedstaden
2053,14800000, Trondhjemsgade 15,2100 København Ø,221,7,12.58892151,55.69504908,192.64,421.65,651.03,496.03,2272.69,Hovedstaden
2054,18850000, Dunkerquegade 18,2150 Nordhavn,157,4,12.59752014,55.70921219,619.96,2740.22,992.81,595.6,3399.72,Hovedstaden
