,new_index,Pris,address,zipcode,m2,rooms,x,y,daycare_distance,train_distance,school_distance,supermarket_distance,hospital_distance,Region
5684,5684, 795.000, Kastanie Allé 26B,2720 Vanløse,73,3,12.49041382,55.68449717,154.74,3916.91,549.88,323.83,2778.71,Hovedstaden
5685,5685, 895.000, Hvide Hus Vej 1A,8400 Ebeltoft,110,3,10.68122546,56.20451502,1051.69,48924.0,1433.75,575.66,31356.04,Midtjylland
5686,5686, 995.000, Kong Christians Alle 21 ,9000 Aalborg,100,2,9.90354857,57.04853234,228.78,910.45,371.81,604.94,843.18,Nordjylland
5687,5687, 1.095.000, Halmtorvet 58,1700 København V,55,3,12.55626732,55.66854645,154.99,1295.13,227.17,119.95,3977.6,Hovedstaden
5688,5688, 1.298.000, Ordrupvej 129,2920 Charlottenlund,78,3,12.56709154,55.75936811,215.99,2739.71,562.37,669.8,3260.53,Hovedstaden
5689,5689, 1.350.000, Rådmand Steins Alle 17,2000 Frederiksberg,80,3,12.49901336,55.67289158,758.63,2101.95,467.16,434.84,2831.65,Hovedstaden
5690,5690, 1.495.000, Hans Broges Gade 10,8000 Aarhus C,90,3,10.20414637,56.1438875,519.18,883.13,314.04,324.31,6802.15,Midtjylland
5691,5691, 1.595.000, Niels Hemmingsens Gade 23,1153 København K,61,2,12.57575419,55.68033008,135.77,534.78,538.64,275.43,2669.22,Hovedstaden
5692,5692, 1.885.000, Landemærket 57,1119 København K,72,3,12.57811187,55.68325836,220.67,534.22,683.25,215.49,2290.06,Hovedstaden
5693,5693, 1.895.000, Janus La Cours Gade 16,8000 Aarhus C,128,4,10.19688478,56.15720263,780.75,1192.02,594.13,203.22,5283.33,Midtjylland
5694,5694, 2.095.000, Nordre Fasanvej 180,2000 Frederiksberg,120,5,12.53516313,55.69574123,383.49,3134.57,612.12,64.95,1628.6,Hovedstaden
5695,5695, 2.395.000, Broholms Alle 12B,2920 Charlottenlund,105,4,12.58475906,55.7613732,110.01,2588.53,941.05,825.85,5177.3,Hovedstaden
5696,5696, 2.398.000, Teglholmsgade 34,2450 København SV,98,3,12.54882689,55.65183927,475.83,2458.03,413.38,524.76,5712.09,Hovedstaden
5697,5697, 2.830.000, Porcelænshaven 5C,2000 Frederiksberg,83,2,12.52373433,55.67811207,153.95,1919.74,323.76,489.07,1231.29,Hovedstaden
5698,5698, 2.899.000, Strandlodsvej 23G,2300 København S,99,3,12.62538463,55.66557438,241.43,4594.4,345.23,353.14,1725.14,Hovedstaden
5699,5699, 2.900.000, Islands Brygge 36C,2300 København S,104,3,12.56695189,55.65905087,561.87,2432.9,1331.45,219.47,4954.7,Hovedstaden
5700,5700, 2.995.000, Herluf Trolles Gade 22,1052 København K,87,3,12.59113952,55.67851981,504.51,1758.13,360.51,217.33,3111.59,Hovedstaden
5701,5701, 2.995.000, Drechselsgade 12,2300 København S,113,3,12.56808153,55.65685421,560.32,2652.95,1319.79,292.11,4015.08,Hovedstaden
5702,5702, 3.250.000, Absalonsgade 3,1658 København V,101,4,12.55402939,55.67212837,93.85,944.42,408.65,151.55,3257.99,Hovedstaden
5703,5703, 3.495.000, Drosselvej 57D,2000 Frederiksberg,129,4,12.52505078,55.69234662,608.42,3692.78,575.96,575.15,985.63,Hovedstaden
5704,5704, 3.495.000, Katrinedalsvej 46,2720 Vanløse,28,1,12.49113188,55.68925382,378.45,4213.31,508.98,225.64,2462.31,Hovedstaden
5705,5705, 3.495.000, Rosengården 18,9200 Aalborg SV,101,3,9.89301814,57.00954051,462.83,933.11,1381.44,527.06,4122.76,Nordjylland
5706,5706, 3.495.000, Rødovrevej 305,2610 Rødovre,45,1,12.45932303,55.69489089,524.93,5934.09,830.9,334.58,5287.49,Hovedstaden
5707,5707, 4.498.000, Buddingevej 299,2860 Søborg,51,2,12.4944395,55.74348882,695.06,3906.37,869.01,1126.19,3812.99,Hovedstaden
5708,5708, 4.800.000, Frydenlunds Allé 2A,8210 Aarhus V,58,2,10.17578721,56.16337147,428.35,2609.71,1151.23,1039.29,4570.62,Midtjylland
5709,5709, 4.875.000, Von Hattenstræde 9C ,8900 Randers C,125,4,10.03269107,56.46075207,377.13,1100.17,670.43,405.33,1986.07,Midtjylland
5710,5710, 4.950.000, Hessensgade 25,2300 København S,46,2,12.61612017,55.66480242,261.38,3997.15,255.85,578.46,1322.28,Hovedstaden
5711,5711, 5.095.000, Borgervænget 10,6100 Haderslev,107,3,9.48310171,55.25155149,837.71,12224.05,608.99,234.08,28531.85,Syddanmark
5712,5712, 5.200.000, Bredebovej 33,2800 Kongens Lyngby,69,2,12.50489893,55.79585214,534.54,432.0,1310.12,323.79,8710.44,Hovedstaden
5713,5713, 5.499.999, Hessensgade 15,2300 København S,62,2,12.61546683,55.66563322,259.56,3894.83,254.03,573.44,1602.77,Hovedstaden
5714,5714, 5.500.000, Præstekærvej 9,2700 Brønshøj,78,3,12.49316722,55.70574929,79.59,6484.26,329.7,106.0,3533.65,Hovedstaden
5715,5715, 5.995.000, Hvide Hus Vej 1B ,8400 Ebeltoft,110,3,10.68120313,56.20459848,1047.95,48920.26,1430.01,571.93,31352.3,Midtjylland
5716,5716, 7.250.000, Øresundsvej 54,2300 København S,66,2,12.61455074,55.66050901,235.49,3927.27,576.29,332.11,1004.44,Hovedstaden
5717,5717, 7.595.000, Gothersgade 93,1123 København K,99,4,12.57732076,55.68346613,309.94,456.29,624.41,304.76,2212.12,Hovedstaden
5718,5718, 8.595.000, Tuborg Havnepark 22,2900 Hellerup,167,4,12.58643182,55.72519762,1034.12,2184.2,566.84,751.77,3625.3,Hovedstaden
5719,5719, 8.895.000, Falstersgade 46,9000 Aalborg,62,2,9.94563392,57.04208552,518.37,1946.8,1025.86,422.82,2799.46,Nordjylland
5720,5720, 9.695.000, Jens Baggesens Vej 33,8200 Aarhus N,48,2,10.19112893,56.16923583,379.05,2707.57,689.81,608.35,3754.78,Midtjylland
5721,5721, 1.050.000, Smakkegårdsvej 189,2820 Gentofte,66,2,12.52409537,55.76124924,794.67,339.91,1293.87,146.02,4493.94,Hovedstaden
5722,5722, 1.250.000, Carit Etlars Vej 8 4 th ,1814 Frederiksberg C,101,3,12.5411064,55.6728847,196.03,1902.13,592.51,391.79,2575.6,Hovedstaden
5723,5723, 1.295.000, Skejbygårdsvej 54,8240 Risskov,48,2,10.19868523,56.19743093,385.49,6505.84,326.88,489.38,2281.85,Midtjylland
5724,5724, 1.695.000, Mosevangen 7 2 th ,8660 Skanderborg,82,3,9.91362829,56.03989655,517.18,1034.94,854.39,145.13,1476.09,Midtjylland
5725,5725, 1.898.000, Vestergade 65A 3 ,9400 Nørresundby,76,2,9.91487514,57.06149329,472.28,991.58,478.58,316.32,2110.88,Nordjylland
5726,5726, 1.995.000, Kystvejen 63 th ,8000 Aarhus C,57,2,10.21528451,56.16187523,359.94,1710.6,557.39,324.64,5621.61,Midtjylland
5727,5727, 2.395.000, Julius Posselts Vej 3A 9 8 ,9400 Nørresundby,83,2,9.89978971,57.06557038,699.3,442.29,807.49,802.24,3131.69,Nordjylland
5728,5728, 2.695.000, Aabenraavej 51,6100 Haderslev,181,5,9.49065594,55.23981264,463.03,13988.95,590.37,720.52,25661.65,Syddanmark
5729,5729, 2.845.000, Torvegade 64,1400 København K,42,2,12.59334589,55.67119748,60.49,2403.5,185.12,119.99,2888.67,Hovedstaden
5730,5730, 3.195.000, Grønnegården 504B,2670 Greve,81,4,12.34309847,55.59877391,427.63,10222.79,1172.33,1407.63,10561.3,Hovedstaden
5731,5731, 3.250.000, Schleppegrellsgade 6,2200 København N,88,3,12.56481687,55.689971,265.73,1221.26,270.81,423.9,1155.58,Hovedstaden
5732,5732, 3.395.000, Rosensgade 30C,8000 Aarhus C,99,3,10.2097111,56.1580392,77.79,2381.02,632.88,374.4,5762.94,Midtjylland
5733,5733, 6.395.000, Hovedgaden 18,8544 Mørke,107,2,10.24936134,56.38827322,3705.84,19174.68,3780.24,586.51,19819.38,Midtjylland
5734,5734, 19.975.000, Grøfthøjparken 151,8260 Viby J,33,1,10.13667983,56.12383761,229.74,3315.37,1241.41,463.25,11248.7,Midtjylland
5735,5735, 1.298.000, Kantorparken 8,8240 Risskov,31,1,10.20923384,56.19659143,642.46,6393.81,929.36,624.79,2887.85,Midtjylland
5736,5736, 2.298.000, Kantorparken 16,8240 Risskov,30,1,10.20977942,56.19705783,637.76,6460.43,1033.77,586.62,3117.74,Midtjylland
5737,5737, 2.595.000, Bisgårdgade 8,7500 Holstebro,76,2,8.61822588,56.36209514,418.08,492.27,701.64,442.34,713.3,Midtjylland
5738,5738, 6.445.000, Mirabellevej 8,8370 Hadsten,68,2,10.05356014,56.3270309,352.97,503.8,1309.65,625.58,17414.81,Midtjylland
5739,5739, 1.298.000, Møensgade 2,9000 Aalborg,54,2,9.94491213,57.04285442,559.11,1856.96,941.39,463.65,2876.4,Nordjylland
5740,5740, 1.395.000, Tietgens Allé 108,5230 Odense M,94,2,10.37430331,55.38132159,603.36,592.91,919.24,855.47,862.06,Syddanmark
5741,5741, 1.445.000, Enghavevej 4,8680 Ry,65,2,9.75736201,56.09138203,675.84,106.7,462.12,363.75,14087.32,Midtjylland
5742,5742, 1.698.000, Stiftelsesvej 21B ,8300 Odder,108,4,10.15902335,55.97295989,410.64,18939.53,310.99,873.6,20344.3,Midtjylland
5743,5743, 2.298.000, Søtorvet 16,8600 Silkeborg,60,1,9.55367174,56.17191224,907.45,1736.36,1133.18,152.62,1236.48,Midtjylland
5744,5744, 2.450.000, Parken 22,3480 Fredensborg,65,2,12.40705771,55.9733598,270.59,665.09,1512.35,847.76,10967.22,Hovedstaden
5745,5745, 2.495.000, Folehaven 90,2500 Valby,55,2,12.496982,55.65210868,415.19,2285.31,607.58,311.73,3907.49,Hovedstaden
5746,5746, 2.595.000, Store Gråbrødrestræde 25,4000 Roskilde,59,1,12.08809602,55.64047525,698.36,667.64,513.7,98.72,1584.3,Hovedstaden
5747,5747, 2.700.000, Buchwaldsgade 44,5000 Odense C,122,4,10.39031389,55.40643016,323.32,868.29,102.81,339.49,4048.93,Syddanmark
5748,5748, 4.295.000, Blumersgade 5B,8700 Horsens,125,3,9.8387967,55.85943567,646.54,574.39,1319.58,399.57,2727.17,Midtjylland
5749,5749, 4.395.000, Viborggade 38,2100 København Ø,85,3,12.5815253,55.70535292,172.97,2099.84,120.46,179.42,1993.0,Hovedstaden
5750,5750, 525.000, Søtorvet 16,8600 Silkeborg,111,3,9.55367174,56.17191224,907.45,1736.36,1133.18,152.62,1236.48,Midtjylland
5751,5751, 675.000, Søtorvet 16,8600 Silkeborg,111,3,9.55367174,56.17191224,907.45,1736.36,1133.18,152.62,1236.48,Midtjylland
5752,5752, 798.000, Thorshavnsgade 22,2300 København S,60,2,12.57911605,55.6677322,276.3,1749.38,808.22,186.87,3551.81,Hovedstaden
5753,5753, 825.000, Søtorvet 16,8600 Silkeborg,111,3,9.55367174,56.17191224,907.45,1736.36,1133.18,152.62,1236.48,Midtjylland
5754,5754, 975.000, Mågevej 30B,4000 Roskilde,190,7,12.10636586,55.6462816,728.72,2160.06,912.37,465.1,2563.72,Hovedstaden
5755,5755, 1.098.000, Øster Søgade 30,1357 København K,120,5,12.57047346,55.68982902,240.75,1136.01,472.9,331.08,1015.85,Hovedstaden
5756,5756, 1.195.000, Søtorvet 16,8600 Silkeborg,162,4,9.55367174,56.17191224,907.45,1736.36,1133.18,152.62,1236.48,Midtjylland
5757,5757, 1.445.000, Store Kongensgade 76,1264 København K,156,5,12.58837069,55.68486827,79.43,1438.74,631.35,163.42,2400.08,Hovedstaden
5758,5758, 1.599.000, Nimbusparken 1,2000 Frederiksberg,130,4,12.51435877,55.6796298,387.42,2551.51,649.34,262.78,1703.95,Hovedstaden
5759,5759, 1.700.000, Dr. Holsts Vej 46,8230 Åbyhøj,27,1,10.14539838,56.1598515,55.73,4741.48,1099.79,1000.44,5359.3,Midtjylland
5760,5760, 1.750.000, Frodesgade 136,6700 Esbjerg,63,2,8.43938975,55.47342665,548.39,1689.66,1045.52,301.32,1320.24,Syddanmark
5761,5761, 1.895.000, Langelandsgade 6,9000 Aalborg,62,2,9.94150924,57.04216448,407.41,1612.05,691.1,267.04,2626.11,Nordjylland
5762,5762, 2.595.000, Hougårdsvej 34,8220 Brabrand,74,3,10.09304941,56.1514615,330.18,7930.9,1232.3,259.83,9509.93,Midtjylland
5763,5763, 3.295.000, Steen Blichers Gade 21B,8900 Randers C,165,7,10.029488,56.46352803,188.18,731.32,171.48,149.9,1734.32,Midtjylland
5764,5764, 3.395.000, Forchhammersvej 9D,9000 Aalborg,48,2,9.91389429,57.03611696,857.84,1299.48,839.65,821.91,757.05,Nordjylland
5765,5765, 3.595.000, Vejlebrovej 95 2 45 ,2635 Ishøj,61,2,12.36612,55.61871603,263.67,8888.77,504.04,884.46,9227.18,Hovedstaden
5766,5766, 3.650.000, Backersvej 80,2300 København S,61,2,12.6234452,55.65387326,65.35,3698.68,390.51,126.74,341.05,Hovedstaden
5767,5767, 3.850.000, Jens Baggesens Vej 102,8200 Aarhus N,104,4,10.19695952,56.17054081,134.52,3119.91,489.63,735.61,3777.47,Midtjylland
5768,5768, 3.995.000, Mikkelborg Park 13,2970 Hørsholm,70,2,12.52581721,55.90735143,802.82,2412.61,2163.03,2495.63,16303.96,Hovedstaden
5769,5769, 4.100.000, Østergade 18,3400 Hillerød,111,3,12.30625149,55.93014579,345.77,698.57,192.92,22.41,1714.79,Hovedstaden
5770,5770, 5.795.000, Nørre Allé 80,8000 Aarhus C,84,3,10.20199224,56.1595387,414.9,1479.57,180.37,269.08,5180.28,Midtjylland
5771,5771, 7.500.000, Bernhardt Jensens Boulevard 91,8000 Aarhus C,91,3,10.22563836,56.16567737,1039.19,2458.44,1392.44,882.39,6105.25,Midtjylland
5772,5772, 8.500.000, Stuhrs Brygge 17 3 tv ,9000 Aalborg,109,3,9.94681684,57.04999205,1372.63,2694.46,1785.61,961.01,2932.82,Nordjylland
5773,5773, 9.500.000, Dronningens Vænge 12,2800 Kongens Lyngby,79,2,12.49132475,55.7806749,1034.78,899.21,1353.41,987.4,7711.66,Hovedstaden
5774,5774, 10.245.000, Lindegårdsvej 40,2920 Charlottenlund,82,3,12.56906031,55.75555972,493.27,3186.33,568.2,271.51,3753.45,Hovedstaden
5775,5775, 649.000, Nordre Frihavnsgade 61,2100 København Ø,81,3,12.58456482,55.70297805,232.62,1692.73,338.52,53.49,1563.77,Hovedstaden
5776,5776, 1.098.000, Jagtvej 200 4 th ,2100 København Ø,120,3,12.57095631,55.70768843,287.81,2722.03,341.32,340.67,1806.3,Hovedstaden
5777,5777, 1.375.000, Langelinie Allé 5 1 1 ,2100 København Ø,109,3,12.5993225,55.69620608,400.9,1055.19,1230.07,772.06,3126.0,Hovedstaden
5778,5778, 1.425.000, Strandvejen 417E,2930 Klampenborg,66,2,12.59004418,55.77577139,1363.09,1127.41,1465.7,2272.93,7360.67,Hovedstaden
5779,5779, 1.595.000, Trekronergade 15A,2500 Valby,230,6,12.52003279,55.66003915,369.54,750.68,341.52,309.0,3399.13,Hovedstaden
5780,5780, 1.698.000, Hellerupvej 8,2900 Hellerup,172,4,12.57461351,55.73164862,175.99,596.7,133.68,322.63,2130.0,Hovedstaden
5781,5781, 1.725.000, Nyhavn 53,1051 København K,274,7,12.592055,55.67980814,376.85,1585.09,485.56,346.17,2969.33,Hovedstaden
5782,5782, 2.350.000, Hobrovej 58 3 tv ,9000 Aalborg,71,2,9.90815181,57.03294184,491.51,1772.06,1125.07,212.79,1039.33,Nordjylland
5783,5783, 2.495.000, Frodesgade 156,6700 Esbjerg,76,3,8.43713086,55.4736811,692.32,1854.55,1190.24,155.75,1464.96,Syddanmark
5784,5784, 2.795.000, Ny Adelgade 4A,5610 Assens,109,4,9.8965121,55.26829838,673.45,18105.94,317.38,454.27,34060.98,Syddanmark
5785,5785, 2.995.000, Brønshøjvej 65,2700 Brønshøj,35,1,12.49902595,55.69655664,308.26,5154.44,655.38,532.14,2442.14,Hovedstaden
5786,5786, 3.359.000, Tietgens Allé 60,5230 Odense M,79,3,10.38127812,55.3814265,573.76,1016.55,1256.37,1021.1,1296.4,Syddanmark
5787,5787, 3.798.000, Peter Ipsens Allé 3,2400 København NV,55,2,12.52463711,55.70595597,133.84,5111.69,133.43,368.08,1560.44,Hovedstaden
5788,5788, 3.895.000, Harrestrupvang 9C,2500 Valby,51,2,12.48552485,55.66819979,606.24,2345.45,414.42,656.53,4070.6,Hovedstaden
5789,5789, 4.395.000, Vestergade 6,7600 Struer,145,5,8.59113218,56.49204108,935.78,835.26,756.14,62.92,15994.28,Midtjylland
5790,5790, 4.495.000, Nordborggade 1,8000 Aarhus C,60,2,10.1868586,56.14390201,331.69,1569.97,438.69,253.77,6622.48,Midtjylland
5791,5791, 4.995.000, Tage-Hansens Gade 15,8000 Aarhus C,68,3,10.18421778,56.15812436,346.85,2095.45,1121.46,568.57,5012.45,Midtjylland
5792,5792, 6.500.000, Topperne 30,2620 Albertslund,97,4,12.34301841,55.67072614,402.36,5221.76,388.88,460.22,5548.77,Hovedstaden
5793,5793, 7.595.000, Gyldenstens Vænge 172,3600 Frederikssund,90,4,12.08176095,55.81873313,456.53,13852.37,2319.53,597.19,5022.14,Hovedstaden
5794,5794, 7.950.000, Rønnevangshusene 71,2630 Taastrup,97,4,12.28664692,55.64349512,247.89,5127.24,1041.73,1467.41,9689.4,Hovedstaden
5795,5795, 12.000.000, Vestervang 23,8000 Aarhus C,67,2,10.19392968,56.16396132,175.67,2080.35,821.39,882.1,4432.26,Midtjylland
5796,5796, 13.495.000, Kastrupvej 96,2300 København S,67,3,12.61966173,55.6525823,357.14,3990.83,331.39,202.93,366.54,Hovedstaden
5797,5797, 17.500.000, Strandpassagen 4K,4600 Køge,104,3,12.19163238,55.45177604,1305.97,1147.36,1685.11,586.56,5940.94,Hovedstaden
5798,5798, 1.175.000, Robert Jacobsens Vej 68,2300 København S,108,3,12.57218267,55.61786986,198.71,1416.7,1042.04,367.28,6576.16,Hovedstaden
5799,5799, 1.398.000, Richard Mortensens Vej 67,2300 København S,114,4,12.57119719,55.61792341,142.88,1558.11,950.41,473.06,6717.57,Hovedstaden
5800,5800, 1.495.000, Strandvejen 118,3070 Snekkersten,79,3,12.59578231,56.01236335,1360.88,1004.17,1166.13,1040.04,2560.02,Hovedstaden
5801,5801, 1.695.000, Stockflethsvej 5,2000 Frederiksberg,222,6,12.51880362,55.68610989,167.54,2870.73,309.74,553.46,377.29,Hovedstaden
5802,5802, 1.695.000, Malmøgade 6,2100 København Ø,306,8,12.57951304,55.69180275,130.21,1040.28,189.21,337.98,1459.45,Hovedstaden
5803,5803, 1.795.000, Skelvangsvej 101,8920 Randers NV,84,3,10.01313179,56.48498342,627.71,3453.04,1612.34,970.03,4131.14,Midtjylland
5804,5804, 2.150.000, Østerbro 92,9000 Aalborg,58,2,9.94410613,57.04531437,787.37,2031.73,1116.95,559.05,2445.86,Nordjylland
5805,5805, 2.175.000, Skærødvej 15E,3200 Helsinge,96,3,12.16074687,56.01283203,1960.13,3466.96,2480.76,3094.23,19878.91,Hovedstaden
5806,5806, 2.195.000, Fredericiavej 75,7100 Vejle,91,3,9.5479629,55.69194234,688.36,2346.72,631.85,531.32,3452.51,Midtjylland
5807,5807, 2.198.000, Rødovre Parkvej 265,2610 Rødovre,47,1,12.45046084,55.67995781,178.2,5257.35,567.84,450.37,5317.02,Hovedstaden
5808,5808, 2.495.000, Teglgårdsvej 505 3 th ,3050 Humlebæk,72,3,12.52281851,55.95878512,389.89,1291.77,1128.77,994.48,13687.94,Hovedstaden
5809,5809, 2.595.000, Nytorv 3H ,8800 Viborg,113,3,9.40838999,56.451078,1029.09,1899.66,602.41,303.99,1427.67,Midtjylland
5810,5810, 2.595.000, Frederiksborgvej 34,3200 Helsinge,93,3,12.20109462,56.01849323,1062.44,729.13,998.73,168.08,16891.33,Hovedstaden
5811,5811, 2.599.000, Tvethøjvej 12 ,4320 Lejre,57,3,11.9809388,55.59322406,884.4,1967.42,1980.5,1694.44,11192.02,Hovedstaden
5812,5812, 3.095.000, Østersøvej 1,6300 Gråsten,127,4,9.60273032,54.91925581,928.39,773.01,1374.44,783.32,16326.37,Syddanmark
5813,5813, 3.885.000, Chr. Kiers Plads 5 4 th ,8000 Aarhus C,53,2,10.19036839,56.14507679,220.91,1311.87,229.98,339.36,6765.07,Midtjylland
5814,5814, 4.000.000, Birkedommervej 18,2400 København NV,61,2,12.52989869,55.70885849,115.33,4434.14,365.52,207.59,1051.78,Hovedstaden
5815,5815, 4.595.000, Kridtsløjfen 21 2 4 ,9000 Aalborg,103,3,9.94094614,57.03289328,646.62,2515.1,900.34,638.66,2944.77,Nordjylland
5816,5816, 5.995.000, Åparken 6,8000 Aarhus C,76,3,10.18751853,56.15411213,449.27,1779.27,1493.26,557.1,5700.21,Midtjylland
5817,5817, 16.650.000, Sjællandsgade 31,8000 Aarhus C,75,2,10.20807264,56.1617168,179.1,2040.99,201.99,341.11,5422.91,Midtjylland
5818,5818, 19.000.000, Falstersgade 10,8000 Aarhus C,81,3,10.20090633,56.16299069,69.84,1930.07,188.07,316.98,4620.87,Midtjylland
5819,5819, 695.000, Elbagade 73,2300 København S,75,3,12.6176021,55.65453915,239.77,3492.83,576.54,429.18,308.99,Hovedstaden
5820,5820, 1.295.000, Skotteparken 190,2750 Ballerup,80,2,12.37374404,55.74748096,550.69,10327.91,602.32,612.9,8370.94,Hovedstaden
5821,5821, 1.395.000, Jægersborg Alle 241,2820 Gentofte,113,3,12.52616224,55.76240708,560.27,496.61,1419.17,181.42,3763.13,Hovedstaden
5822,5822, 1.445.000, Richard Mortensens Vej 75 1 t1 ,2300 København S,106,3,12.57123192,55.61732731,46.9,1528.29,1030.13,492.27,6797.65,Hovedstaden
5823,5823, 1.495.000, Strandkvanen 10E,4600 Køge,97,3,12.19327112,55.45272995,1327.36,1026.63,1564.27,608.22,4871.21,Hovedstaden
5824,5824, 1.495.000, Tranegårdsvej 55,2900 Hellerup,113,5,12.56010637,55.74217558,381.95,1617.5,736.65,1373.64,2354.5,Hovedstaden
5825,5825, 1.795.000, Dronningens Vænge 3,2800 Kongens Lyngby,114,4,12.49185683,55.78036116,971.36,863.39,1316.69,932.01,7675.03,Hovedstaden
5826,5826, 1.850.000, Lindvedparken 36A,5260 Odense S,38,1,10.41929762,55.34589944,856.4,2575.63,1015.98,1706.53,7107.4,Syddanmark
5827,5827, 1.895.000, Sofievej 84,9000 Aalborg,86,3,9.96451557,57.02960658,509.19,4240.09,1118.06,793.93,4649.13,Nordjylland
5828,5828, 2.195.000, Bjerregade 30,8700 Horsens,111,4,9.84124675,55.85715244,672.26,960.61,1352.7,377.89,2707.39,Midtjylland
5829,5829, 2.395.000, Ryesgade 43,9000 Aalborg,62,2,9.90267591,57.0533424,565.41,638.67,650.11,210.76,1047.9,Nordjylland
5830,5830, 2.398.000, Brøndbyvestervej 68B,2605 Brøndby,46,1,12.41039079,55.657319,670.83,1741.06,1299.18,823.59,3332.67,Hovedstaden
5831,5831, 2.498.000, Valhøjs Alle 90,2610 Rødovre,60,2,12.45127395,55.67332844,77.3,4563.0,678.94,180.81,4456.52,Hovedstaden
5832,5832, 2.898.000, Vestervang 32,2500 Valby,53,2,12.483839,55.6687827,528.63,2390.54,415.02,700.77,3334.79,Hovedstaden
5833,5833, 3.198.000, Sct Olai Gade 12,3000 Helsingør,72,2,12.60989386,56.03448327,191.06,797.58,644.16,301.2,1223.75,Hovedstaden
5834,5834, 3.325.000, Katrinedalsvej 2,2720 Vanløse,63,2,12.49929393,55.69271222,240.98,5027.03,492.05,87.73,2314.73,Hovedstaden
5835,5835, 3.599.000, Løvparken 2B ,4000 Roskilde,73,2,12.06728122,55.64595982,499.06,2314.95,1092.6,291.68,2408.88,Hovedstaden
5836,5836, 3.695.000, Dagmarsgade 1,4100 Ringsted,138,5,11.79574607,55.44672103,111.86,1418.46,130.91,840.18,675.41,Hovedstaden
5837,5837, 3.795.000, Hans Schourups Gade 8,8000 Aarhus C,70,2,10.19155711,56.14161941,553.26,1729.21,589.11,568.42,6998.43,Midtjylland
5838,5838, 4.295.000, Dommervænget 6C,4000 Roskilde,87,4,12.10649851,55.63846273,588.27,1408.31,729.59,739.71,1878.21,Hovedstaden
5839,5839, 4.300.000, Trollesvej 4,3400 Hillerød,114,3,12.29506919,55.92875798,543.02,1218.97,430.43,163.19,2939.67,Hovedstaden
5840,5840, 4.595.000, Strandpassagen 4H ,4600 Køge,130,4,12.19153827,55.45176192,1304.88,1146.28,1684.02,585.47,5939.85,Hovedstaden
5841,5841, 6.250.000, Vesterbrogade 12 4 th ,9400 Nørresundby,50,2,9.91944623,57.05838599,697.57,1470.24,349.34,195.68,1463.94,Nordjylland
5842,5842, 6.495.000, Fyrrebakken 36 st th ,9000 Aalborg,59,2,9.88866143,57.03904137,242.29,2562.02,893.61,576.64,1659.87,Nordjylland
5843,5843, 675.000, Ahornvej 3B st th ,2970 Hørsholm,57,2,12.49575419,55.88721811,331.04,2413.4,794.65,119.05,16988.56,Hovedstaden
5844,5844, 1.250.000, Valdemarsgade 8 2 th ,9000 Aalborg,90,3,9.9114486,57.0505043,211.45,496.18,347.72,458.43,708.82,Nordjylland
5845,5845, 1.345.000, Dr. Holsts Vej 40 2 221 ,8230 Åbyhøj,28,1,10.14558615,56.15983628,59.53,4741.28,1061.89,1018.14,5349.18,Midtjylland
5846,5846, 1.348.000, Stranden 59 ,9560 Hadsund,66,3,10.27434206,56.80555977,5659.33,30669.29,5999.38,542.48,40898.21,Nordjylland
5847,5847, 1.895.000, Frodesgade 42 2 th ,6700 Esbjerg,72,2,8.453487,55.47185308,441.28,782.76,462.02,548.24,413.64,Syddanmark
5848,5848, 1.995.000, Gartnervang 22 st mf ,4000 Roskilde,41,1,12.09315568,55.62906271,273.1,2232.45,452.18,293.89,1142.71,Hovedstaden
5849,5849, 2.075.000, Østergade 29D,4700 Næstved,92,2,11.76362741,55.22734761,706.33,938.22,352.96,201.35,1645.93,Hovedstaden
5850,5850, 2.095.000, Fredskovhellet 24 st tv ,3400 Hillerød,72,2,12.33778675,55.93204348,292.77,2370.9,1631.85,1025.42,1216.7,Hovedstaden
5851,5851, 2.350.000, Roskildevænget 34,4000 Roskilde,72,3,12.09431866,55.62761343,242.37,2430.45,484.96,256.28,1340.61,Hovedstaden
5852,5852, 2.395.000, Hunderupvej 124B,5230 Odense M,146,6,10.39004458,55.38188477,98.59,1626.71,1140.85,584.36,1765.53,Syddanmark
5853,5853, 2.998.000, Møllevej 10B st ,2800 Kongens Lyngby,57,3,12.49564998,55.78509917,1357.05,170.78,1532.21,966.96,7773.52,Hovedstaden
5854,5854, 3.050.000, Ordrup Jagtvej 145 st tv ,2920 Charlottenlund,77,3,12.58693636,55.75820321,114.2,2595.39,914.76,1132.64,5040.86,Hovedstaden
5855,5855, 3.795.000, Jens Bangs Vej 5 st tv ,9400 Nørresundby,56,2,9.91170959,57.06448463,530.51,835.31,859.51,552.99,2439.21,Nordjylland
5856,5856, 4.995.000, Østergade 70,9400 Nørresundby,58,2,9.93524649,57.06123014,202.16,2252.88,942.73,1029.72,2143.92,Nordjylland
5857,5857, 1.395.000, Udsigten 18,6000 Kolding,75,2,9.46162476,55.49829862,425.64,1935.22,866.22,102.06,1974.36,Syddanmark
5858,5858, 1.595.000, Vestergade 42A 2 ,5700 Svendborg,64,2,10.59920338,55.06189548,403.66,1399.71,481.44,542.31,1499.85,Syddanmark
5859,5859, 1.750.000, Torvestræde 3,4720 Præstø,93,3,12.04178907,55.12262993,1327.92,12053.67,424.18,379.4,19013.2,Hovedstaden
