new_index,Pris,address,zipcode,m2,rooms,x,y,daycare_distance,train_distance,school_distance,supermarket_distance,hospital_distance
1781, 3.498.000kr. , Odensegade 29,8000 Aarhus C,68,3,10.20192838,56.14515359,265.09,861.35,264.53,70.32,6778.55
1782, 3.595.000kr. , Kvintus Allé 12,2300 København S,74,2,12.61953409,55.66007207,371.56,4295.14,745.54,113.5,953.1
1783, 3.695.000kr. , Søllerød Park 19,2840 Holte,75,3,12.50853364,55.80898251,248.12,1641.43,357.28,585.09,11691.92
1784, 3.745.000kr. , Nordre Strandvej 3A,3000 Helsingør,74,2,12.59996176,56.04391716,883.52,262.29,840.96,1203.51,1618.86
1785, 3.745.000kr. , Nordre Strandvej 3A,3000 Helsingør,77,3,12.59996176,56.04391716,883.52,262.29,840.96,1203.51,1618.86
1786, 3.745.000kr. , Nordre Strandvej 3C,3000 Helsingør,77,3,12.60060232,56.04388041,827.54,206.31,784.99,1147.53,1562.78
1787, 3.745.000kr. , Nordre Strandvej 3C,3000 Helsingør,74,2,12.60060232,56.04388041,827.54,206.31,784.99,1147.53,1562.78
1788, 3.795.000kr. , Hjallesevej 53B,5000 Odense C,114,5,10.39582087,55.38824614,448.29,2520.32,447.25,567.16,2341.13
1789, 3.795.000kr. , Nordre Strandvej 3A,3000 Helsingør,74,2,12.59996176,56.04391716,883.52,262.29,840.96,1203.51,1618.86
1790, 3.795.000kr. , Nordre Strandvej 3A,3000 Helsingør,77,3,12.59996176,56.04391716,883.52,262.29,840.96,1203.51,1618.86
1791, 3.795.000kr. , Nordre Strandvej 3D,3000 Helsingør,78,3,12.60036166,56.04400073,847.96,226.73,805.4,1167.95,1583.3
1792, 3.795.000kr. , Nordre Strandvej 3C,3000 Helsingør,74,2,12.60060232,56.04388041,827.54,206.31,784.99,1147.53,1562.78
1793, 3.795.000kr. , Nordre Strandvej 3C,3000 Helsingør,77,3,12.60060232,56.04388041,827.54,206.31,784.99,1147.53,1562.78
1794, 3.795.000kr. , Nordre Strandvej 3B,3000 Helsingør,78,3,12.59919237,56.04405238,984.25,363.02,941.79,1304.34,1691.84
1795, 3.895.000kr. , Nordre Strandvej 3D,3000 Helsingør,78,3,12.60036166,56.04400073,847.96,226.73,805.4,1167.95,1583.3
1796, 3.895.000kr. , Nordre Strandvej 3B,3000 Helsingør,78,3,12.59919237,56.04405238,984.25,363.02,941.79,1304.34,1691.84
1797, 3.995.000kr. , Herluf Trolles Gade 47,8200 Aarhus N,113,4,10.21603418,56.17279868,175.96,3133.34,720.25,101.28,4646.25
1798, 3.995.000kr. , Århusgade 81,2100 København Ø,64,2,12.58393011,55.70663082,282.6,2005.98,288.8,108.14,2070.12
1799, 4.195.000kr. , Astilbehaven 149 ,2830 Virum,96,3,12.4850017,55.78809239,396.68,1345.74,1031.2,872.63,8776.93
1800, 4.295.000kr. , Nordre Strandvej 3B,3000 Helsingør,88,3,12.59919237,56.04405238,984.25,363.02,941.79,1304.34,1691.84
1801, 4.345.000kr. , Promenadebyen 8,5000 Odense C,129,4,10.38015467,55.40694757,677.8,1023.17,813.99,407.97,3725.06
1802, 4.395.000kr. , Nordre Strandvej 3D,3000 Helsingør,88,3,12.60036166,56.04400073,847.96,226.73,805.4,1167.95,1583.3
1803, 4.395.000kr. , Nordre Strandvej 3D,3000 Helsingør,88,3,12.60036166,56.04400073,847.96,226.73,805.4,1167.95,1583.3
1804, 4.395.000kr. , Nordre Strandvej 3B,3000 Helsingør,88,3,12.59919237,56.04405238,984.25,363.02,941.79,1304.34,1691.84
1805, 4.498.000kr. , Sadolinsgade 7,5000 Odense C,126,5,10.38378048,55.38955154,132.8,1873.73,659.4,857.57,1503.75
1806, 4.695.000kr. , Slotsherrensvej 205,2610 Rødovre,100,4,12.46285757,55.70057073,469.08,6191.56,1368.07,650.97,4826.24
1807, 4.695.000kr. , C.F. Møllers Allé 2C,2300 København S,98,3,12.57524688,55.63542859,361.5,1085.53,802.82,473.39,4547.59
1808, 4.995.000kr. , Bernhard Bangs Alle 24,2000 Frederiksberg,105,4,12.50939255,55.68498083,273.53,3034.98,721.58,525.57,1146.43
1809, 5.195.000kr. , Ny Adelgade 9,1104 København K,70,3,12.58342685,55.68132206,190.94,964.14,426.11,235.36,2468.48
1810, 5.495.000kr. , Nordre Strandvej 3A,3000 Helsingør,112,3,12.59996176,56.04391716,883.52,262.29,840.96,1203.51,1618.86
1811, 5.495.000kr. , Nordre Strandvej 3D,3000 Helsingør,111,3,12.60036166,56.04400073,847.96,226.73,805.4,1167.95,1583.3
1812, 5.495.000kr. , Rahbeks Alle 15,1801 Frederiksberg C,80,2,12.53461104,55.66917639,105.21,1578.12,414.79,240.04,2816.27
1813, 5.495.000kr. , Lundsgade 9,2100 København Ø,85,2,12.57699251,55.6916328,31.67,1276.2,163.22,133.59,1251.76
1814, 5.495.000kr. , Nordre Strandvej 3C,3000 Helsingør,112,3,12.60060232,56.04388041,827.54,206.31,784.99,1147.53,1562.78
1815, 5.495.000kr. , Nordre Strandvej 3B,3000 Helsingør,111,3,12.59919237,56.04405238,984.25,363.02,941.79,1304.34,1691.84
1816, 5.695.000kr. , Lille Strandvej 26,2900 Hellerup,80,3,12.58124504,55.73422463,487.72,1195.2,799.38,576.86,2760.49
1817, 5.800.000kr. , Klaksvigsgade 9,2300 København S,80,2,12.58061988,55.66695906,144.22,1762.89,684.84,261.68,3467.83
1818, 6.995.000kr. , Johnstrups Alle 2,1923 Frederiksberg C,112,4,12.54963558,55.68118766,150.44,1842.24,246.72,346.09,2232.91
1819, 6.995.000kr. , Øresund Parkvej 3,2300 København S,112,3,12.62921102,55.66418619,465.74,4830.83,579.14,475.76,2191.77
1820, 11.850.000kr. , Helga Pedersens Gade 109,8000 Aarhus C,223,4,10.2314722,56.16598865,1523.72,2992.45,1877.07,1351.92,6639.26
1821, 1.245.000kr. , Strandvejen 27A,3300 Frederiksværk,103,4,12.02192958,55.96623185,1124.0,421.37,908.31,784.24,16009.53
1822, 1.575.000kr. , Sjællandsgade 11,4100 Ringsted,77,3,11.78950346,55.44148693,573.68,415.01,601.84,228.03,1107.16
1823, 1.595.000kr. , Rugmarken 65,3060 Espergærde,66,2,12.53496543,55.9971885,751.41,678.02,342.1,431.29,7171.34
1824, 1.895.000kr. , Nygade 26A,4690 Haslev,93,2,11.96464966,55.32734287,585.71,568.69,890.42,603.65,20006.33
1825, 1.895.000kr. , Gladsaxevej 67,2860 Søborg,58,2,12.51480865,55.72914735,254.62,4432.78,981.99,587.93,3217.52
1826, 2.050.000kr. , Roskildevej 141,2500 Valby,60,3,12.49186058,55.67234038,384.15,2029.12,478.36,294.34,3304.12
1827, 2.795.000kr. , Rødovrevej 303,2610 Rødovre,83,3,12.45971828,55.69490672,549.2,5958.35,855.16,358.84,5311.75
1828, 2.795.000kr. , Ahlefeldtsgade 27,1359 København K,43,2,12.56532269,55.68332749,138.83,655.68,189.62,267.97,1934.33
1829, 2.998.000kr. , Klostertorvet 11 3 8 ,8000 Aarhus C,63,2,10.20583022,56.15808404,439.55,1756.63,468.79,155.44,5515.04
1830, 4.095.000kr. , Teglstrup Have 2,3000 Helsingør,125,2,12.56647844,56.03674304,437.81,2729.81,732.24,1069.5,3184.94
1831, 4.095.000kr. , Classensgade 21,2100 København Ø,68,3,12.58348231,55.69723514,400.51,1062.53,497.28,174.6,1715.8
1832, 4.995.000kr. , Engvej 60,2791 Dragør,86,3,12.66077467,55.58600462,678.37,7690.23,1193.96,1020.24,11442.75
1833, 995.000kr. , Sjællandsgade 3,8900 Randers C,80,3,10.02134088,56.46293035,695.12,545.55,499.02,119.89,2841.05
1834, 1.050.000kr. , Sølvgade 19 1 ,8700 Horsens,60,2,9.86570085,55.86159747,758.67,2177.55,791.29,287.73,1026.13
1835, 1.750.000kr. , Rebæk Søpark 3,2650 Hvidovre,61,2,12.45725527,55.66349042,331.9,5114.45,853.33,295.34,3509.07
1836, 1.750.000kr. , Søndergade 33A st tv ,9000 Aalborg,73,2,9.92755245,57.04577494,350.36,1380.41,924.64,317.47,2399.85
1837, 1.795.000kr. , Groskenstræde 7,3000 Helsingør,73,2,12.61095558,56.03691226,346.68,521.28,363.65,192.29,756.35
1838, 1.895.000kr. , Nygade 26A,4690 Haslev,93,2,11.96464966,55.32734287,585.71,568.69,890.42,603.65,20006.33
1839, 2.150.000kr. , Borresøvej 29 1 mf ,8240 Risskov,58,2,10.23345893,56.2044848,1523.41,7578.43,1286.53,243.46,5745.65
1840, 2.195.000kr. , Tesdorpfsvej 3,5000 Odense C,84,3,10.39698555,55.38764321,487.68,2563.65,352.99,646.59,2286.9
1841, 2.345.000kr. , Stillidsvej 1B 1 4 ,2650 Hvidovre,71,2,12.48754635,55.6311585,517.71,4470.87,434.5,715.07,3480.13
1842, 2.695.000kr. , Fredensgade 2,5000 Odense C,80,3,10.39651111,55.39152535,75.18,2147.21,91.79,194.14,2584.95
1843, 3.250.000kr. , Vølundsgade 14B,2200 København N,54,2,12.54984517,55.7004302,71.29,2817.15,187.98,334.51,1837.75
1844, 3.498.000kr. , Rytterparken 114,2765 Smørum,107,4,12.29203628,55.73583136,484.08,14006.47,1286.88,780.13,12194.81
1845, 3.695.000kr. , Ved Amagerbanen 27A,2300 København S,59,2,12.62640503,55.66565999,463.99,4583.56,481.69,484.4,2576.8
1846, 4.995.000kr. , Luganovej 30,2300 København S,97,4,12.61942528,55.65822806,218.32,4305.77,974.2,190.65,683.13
1847, 13.995.000kr. , Store Kongensgade 23,1264 København K,195,6,12.58600819,55.68251363,375.64,1140.74,447.51,133.03,2383.48
1848, 575.000kr. , Vestergade 127A ,6792 Rømø,71,4,8.54922591,55.08676115,589.42,23234.89,21879.21,1264.04,48331.12
1849, 745.000kr. , Torvegade 10A,8900 Randers C,62,2,10.03596995,56.46017659,521.14,1075.72,812.53,418.67,2598.22
1850, 950.000kr. , Holbækvej 7B,4370 Store Merløse,84,4,11.70922728,55.54465942,627.29,169.76,417.08,451.06,13371.96
1851, 995.000kr. , Mellemstræde 2B ,8500 Grenaa,136,3,10.86982381,56.41534192,1017.64,55525.09,821.3,616.43,617.71
1852, 1.295.000kr. , Ligustervej 37,8600 Silkeborg,67,2,9.48316655,56.1515632,1751.96,5798.03,1710.24,967.53,7638.85
1853, 1.350.000kr. , Lindevangshusene 110,2630 Taastrup,47,1,12.28844483,55.64357934,215.4,4385.42,947.56,1577.03,9884.78
1854, 1.375.000kr. , Hvedevænget 8,4700 Næstved,87,3,11.7649718,55.23602558,444.75,848.63,1090.62,607.12,737.32
1855, 1.395.000kr. , Buchwaldsgade 55,5000 Odense C,46,2,10.39110706,55.40593073,387.69,1039.94,67.17,225.66,4113.29
1856, 1.395.000kr. , Toggangen 1,2730 Herlev,44,2,12.44324338,55.72203484,318.36,9162.63,893.87,624.67,2575.77
1857, 1.495.000kr. , Kongensgavevej 59,3200 Helsinge,83,3,12.20509133,56.02581354,458.86,1107.25,678.21,556.42,18526.91
1858, 1.545.000kr. , Snerlevej 26 st 47 ,3000 Helsingør,65,2,12.59432565,56.0207164,370.96,2045.78,614.36,1561.6,2061.63
1859, 1.595.000kr. , Evald Tangs Alle 34B ,8370 Hadsten,104,3,10.04537309,56.32641225,807.84,830.91,1029.64,111.26,17578.02
1860, 1.625.000kr. , Holbækvej 26 3 th ,4000 Roskilde,57,2,12.06763646,55.63455079,609.53,1748.72,1084.45,208.8,1749.27
1861, 1.645.000kr. , Reberbansgade 13E,9000 Aalborg,63,2,9.91323825,57.04935885,487.67,950.2,654.97,445.38,384.4
1862, 1.650.000kr. , Østervænget 2,5000 Odense C,66,2,10.40015547,55.40482968,253.92,1197.43,765.65,543.94,4715.47
1863, 1.695.000kr. , Jens Chr. Skous Vej 8A,4690 Haslev,86,3,11.96431041,55.31589989,464.14,2129.77,231.99,1127.85,20212.76
1864, 1.695.000kr. , Klostervej 24B,5000 Odense C,64,2,10.38080459,55.39843202,398.37,680.87,333.68,342.6,2305.38
1865, 1.725.000kr. , Ryttergårdsvej 16,3520 Farum,61,2,12.37164758,55.81439493,276.13,13479.2,1194.21,612.41,13079.11
1866, 1.748.000kr. , Ågade 34 1 th ,9000 Aalborg,74,2,9.92089475,57.04266873,532.4,309.07,655.24,304.06,1182.13
1867, 1.795.000kr. , Østerbæksvej 14,5230 Odense M,73,3,10.39800472,55.38330208,225.6,2183.22,478.36,354.37,2785.77
1868, 1.795.000kr. , Nygade 25,4220 Korsør,146,5,11.13675207,55.32806535,100.27,4402.89,518.69,561.35,20941.3
1869, 1.850.000kr. , Juelsparken 26,9210 Aalborg SØ,120,3,9.93243742,57.01483889,210.48,3795.61,581.54,217.57,4292.66
1870, 1.875.000kr. , Bjarkesvej 10,3000 Helsingør,80,3,12.59567301,56.03833318,657.77,1074.38,844.45,755.21,1467.45
1871, 1.895.000kr. , Buddinge Hovedgade 226,2880 Bagsværd,56,2,12.4732421,55.75060825,581.07,4505.01,736.08,705.29,3741.67
1872, 2.095.000kr. , Folehaven 107,2500 Valby,60,2,12.4965146,55.65184813,425.78,1581.4,618.17,322.32,4734.78
1873, 2.295.000kr. , Roskildevænget 65,4000 Roskilde,76,3,12.09607126,55.62833955,164.52,2610.96,284.36,198.11,1521.22
1874, 2.345.000kr. , Kærholmen 17,2720 Vanløse,53,2,12.48941102,55.68120533,162.84,3191.54,188.93,455.53,2992.5
1875, 2.345.000kr. , Nordre Ringgade 86,8200 Aarhus N,62,2,10.21206025,56.17326002,296.1,3464.07,453.78,244.08,4495.39
1876, 2.345.000kr. , Vejlegårdsparken 14,2665 Vallensbæk Strand,88,3,12.3841917,55.62457772,279.71,6070.71,914.9,440.51,6409.12
1877, 2.445.000kr. , Korsørgade 4,2100 København Ø,44,1,12.58089525,55.70718684,150.21,2238.65,238.87,17.8,2194.92
1878, 2.495.000kr. , Baldersgade 18,2200 København N,52,1,12.54468883,55.69886884,50.39,2685.32,497.15,240.56,2136.75
1879, 2.595.000kr. , Englandsvej 47,2300 København S,67,3,12.6027788,55.65341259,373.37,2765.19,382.62,64.31,1329.16
1880, 2.598.000kr. , Rytterparken 42,2765 Smørum,79,3,12.29217065,55.73406359,369.55,13822.8,1225.46,581.92,12011.14
1881, 2.598.000kr. , Fredensgade 30,8000 Aarhus C,67,3,10.20857619,56.15307684,830.48,445.37,450.87,451.0,6099.09
1882, 2.645.000kr. , Mølleåparken 83,2800 Kongens Lyngby,61,2,12.50265053,55.79495896,512.52,311.37,1287.18,246.47,9359.71
1883, 3.095.000kr. , Bykildevej 9,2500 Valby,60,2,12.51892819,55.66752815,641.87,879.82,948.49,427.22,2441.97
1884, 3.195.000kr. , Astrupvej 91,2700 Brønshøj,79,3,12.49263311,55.70511432,122.78,6224.04,241.59,114.19,3435.94
1885, 3.225.000kr. , Rytterparken 102,2765 Smørum,99,3,12.29265714,55.73577497,425.31,14110.09,1228.1,856.76,12298.53
1886, 3.450.000kr. , Peter Fabers Gade 36,2200 København N,45,2,12.55643858,55.69160509,88.38,1634.48,226.22,138.96,1255.12
1887, 3.498.000kr. , Rytterparken 36,2765 Smørum,108,4,12.29179176,55.73405819,366.89,13804.69,1269.8,578.35,11993.03
1888, 3.550.000kr. , Rungsted Bytorv 2,2960 Rungsted Kyst,78,2,12.52909455,55.88288644,268.47,247.21,448.2,41.67,18082.41
1889, 3.795.000kr. , Lyngbyvej 32B,2100 København Ø,93,3,12.56239694,55.70933164,166.33,3565.78,611.07,92.04,2050.55
1890, 3.895.000kr. , Ved Amagerport 4,2300 København S,63,2,12.59619971,55.66790667,336.08,2592.74,612.83,323.46,2791.67
1891, 3.900.000kr. , Marstrandsgade 22,8000 Aarhus C,78,3,10.19728063,56.15443128,917.93,876.42,846.51,465.8,6191.43
1892, 3.995.000kr. , Bernhard Bangs Alle 1,2000 Frederiksberg,88,3,12.51227429,55.68415311,271.7,2817.95,504.45,590.64,951.5
1893, 3.995.000kr. , Dianas Have 21 ,2970 Hørsholm,85,4,12.5054146,55.87614837,310.86,2432.44,794.6,801.77,16623.04
1894, 3.998.000kr. , Frederiks Plads 8,8000 Aarhus C,79,3,10.2085929,56.14924491,618.16,1375.69,563.69,342.39,7079.01
1895, 3.998.000kr. , Marstrandsgade 3,8000 Aarhus C,86,3,10.19881935,56.15501839,957.76,1736.24,731.54,350.84,6223.26
1896, 4.250.000kr. , Rodosvej 6,2300 København S,85,4,12.61351809,55.65041523,193.18,2795.07,278.07,300.35,947.94
1897, 4.298.000kr. , Mariane Thomsens Gade 36,8000 Aarhus C,103,3,10.22984466,56.16517427,1642.55,2938.77,1995.89,1368.45,6585.58
1898, 4.795.000kr. , Gasværksvej 7,1656 København V,74,3,12.55640486,55.67177104,112.86,925.18,223.97,121.41,3291.35
1899, 4.995.000kr. , Australiensvej 17,2100 København Ø,82,2,12.56448485,55.70854041,281.03,3208.89,267.17,332.18,1863.75
1900, 5.395.000kr. , Ingrid Marievej 66,2500 Valby,114,4,12.50671901,55.65578065,401.42,1455.45,1239.51,248.88,3569.11
1901, 5.495.000kr. , Gormsgade 11,2200 København N,94,3,12.54651538,55.6975555,170.69,2504.09,354.21,226.24,1737.73
1902, 5.495.000kr. , Klaksvigsgade 8,2300 København S,94,3,12.58078607,55.66758129,301.53,1736.31,842.05,359.5,3441.25
1903, 5.698.000kr. , Thad Jones Vej 6,2450 København SV,106,3,12.5488482,55.64693798,114.09,2770.7,591.95,174.86,6527.67
1904, 7.250.000kr. , Mathildevej 12,2000 Frederiksberg,119,4,12.51781014,55.67578179,335.92,1580.18,439.3,827.86,1559.24
1905, 7.250.000kr. , Strandboulevarden 145,2100 København Ø,118,5,12.57998439,55.70899318,259.1,2898.07,160.87,244.81,2385.01
1906, 7.495.000kr. , Frederiksvej 1A,2000 Frederiksberg,149,5,12.51919786,55.67508468,294.48,1413.75,397.86,786.42,1517.8
1907, 7.495.000kr. , Kaffevej 41,2610 Rødovre,130,4,12.43881988,55.67642546,120.7,4226.03,1200.94,1082.38,4773.39
1908, 11.495.000kr. , Drosselvej 57A,2000 Frederiksberg,142,4,12.52572747,55.69211677,460.51,3592.86,427.94,507.4,876.72
1909, 545.000kr. , Bavnehøjvej 3 st tv ,8500 Grenaa,70,3,10.86724508,56.41765536,928.99,55059.19,669.66,853.96,307.37
1910, 595.000kr. , Haraldsgade 15A,7400 Herning,45,2,8.98595597,56.13323552,702.18,1040.13,686.48,735.86,2371.17
1911, 795.000kr. , Lodbergsvej 239G,6950 Ringkøbing,48,2,8.11412772,56.12248622,5379.12,10160.25,6061.46,443.7,10534.92
1912, 875.000kr. , Sankt Jørgens Vej 22,5700 Svendborg,52,2,10.60083677,55.05566983,243.96,1365.28,697.8,547.41,583.89
1913, 1.195.000kr. , Jyllandsgade 5,8700 Horsens,92,4,9.84195312,55.85777686,748.19,1036.54,1350.03,453.81,2657.91
1914, 1.295.000kr. , Pebermyntevej 7,8800 Viborg,107,4,9.3934089,56.46393978,722.91,2497.14,756.74,742.22,3062.64
1915, 1.345.000kr. , Thomas B. Thriges Gade 83 4 1 ,5000 Odense C,47,1,10.38586375,55.40549842,378.31,1195.16,514.59,190.48,3782.11
1916, 1.395.000kr. , Gyldenløvesgade 2A,5000 Odense C,65,2,10.40581555,55.39399875,184.8,2114.62,743.21,395.09,3298.16
1917, 1.395.000kr. , Topperne 8,2620 Albertslund,49,2,12.3407687,55.67072389,456.28,5098.69,286.35,262.35,5425.81
1918, 1.495.000kr. , Badstuevej 1,3200 Helsinge,59,2,12.19973984,56.02155262,745.07,510.61,652.86,227.22,17309.76
1919, 1.550.000kr. , Fredericiagade 2,9000 Aalborg,60,2,9.907304,57.05132794,318.27,331.8,314.96,400.39,487.23
1920, 1.595.000kr. , Saven A 6,2630 Taastrup,57,2,12.27852958,55.65123519,347.57,729.52,818.84,442.06,8849.18
1921, 1.650.000kr. , Holbækvej 26,4000 Roskilde,65,3,12.06763646,55.63455079,609.53,1748.72,1084.45,208.8,1749.27
1922, 1.650.000kr. , Blåbærhaven 1,2980 Kokkedal,65,2,12.49468541,55.91570938,534.39,1900.25,879.29,870.61,16394.69
1923, 1.695.000kr. , Færøgade 53,9000 Aalborg,83,3,9.93829683,57.04185348,226.83,1460.4,510.53,127.07,2316.13
1924, 1.795.000kr. , Steen Blichers Gade 1E ,8900 Randers C,100,3,10.02820846,56.46182253,274.86,537.47,383.36,213.67,2205.1
1925, 1.800.000kr. , Byagervej 113,3460 Birkerød,66,2,12.43446874,55.85161396,560.12,8490.07,1376.15,517.54,13552.6
1926, 1.895.000kr. , Vejlesøparken 1,2840 Holte,64,2,12.4668006,55.80294371,43.22,3257.56,448.14,999.64,10120.69
1927, 1.998.000kr. , Højagerparken 12,2750 Ballerup,61,3,12.36227047,55.73473364,680.32,11480.12,1049.28,523.91,6659.76
1928, 2.145.000kr. , Gammel Bagsværdvej 24A,2800 Kongens Lyngby,56,2,12.49383296,55.76872868,260.05,1263.58,148.35,497.7,5627.57
1929, 2.195.000kr. , Østerbrogade 116 6 ,9400 Nørresundby,105,3,9.92458718,57.0580251,357.57,1597.3,467.85,382.84,1536.34
1930, 2.245.000kr. , Brandholms Alle 32D,2610 Rødovre,58,2,12.45054512,55.67532408,173.71,4571.44,400.43,540.31,4844.51
1931, 2.295.000kr. , Ordrupvej 4,8000 Aarhus C,58,2,10.192367,56.13970218,430.39,1901.95,446.44,848.55,7462.26
1932, 2.295.000kr. , Boholtevej 3,4600 Køge,94,4,12.16429373,55.44761382,537.01,2136.01,1130.51,183.4,4351.67
1933, 2.295.000kr. , Boholtevej 3,4600 Køge,94,4,12.16429373,55.44761382,537.01,2136.01,1130.51,183.4,4351.67
1934, 2.350.000kr. , Vester Allé 24A,8000 Aarhus C,49,2,10.19883482,56.15747241,705.48,1087.25,518.86,121.85,5095.77
1935, 2.395.000kr. , Sdr. Boulevard 58A,5000 Odense C,102,2,10.37765636,55.38960326,518.92,1356.57,764.71,674.29,1542.22
1936, 2.395.000kr. , Kastrupvej 84,2300 København S,52,2,12.61923797,55.65328207,335.11,3445.96,413.88,285.32,296.42
1937, 2.495.000kr. , Frederikssundsvej 68G 1 tv ,2400 København NV,54,2,12.52734049,55.70446118,324.66,3823.13,300.85,311.59,1755.15
1938, 2.495.000kr. , Dalstrøget 85,2870 Dyssegård ,59,2,12.5190328,55.73669805,388.22,3746.29,433.64,180.51,2355.72
1939, 2.495.000kr. , Østre Stationsvej 44,5000 Odense C,90,3,10.38002614,55.39909064,478.72,599.42,252.13,282.7,2267.73
1940, 2.498.000kr. , Skovgaardsgade 16,8000 Aarhus C,53,2,10.19437267,56.15468854,674.94,1360.12,972.42,553.91,5847.23
1941, 2.525.000kr. , Morescosvej 12,2920 Charlottenlund,46,2,12.57269288,55.76011032,84.34,2497.97,320.62,303.08,4415.09
1942, 2.598.000kr. , Nedertoften 25,2720 Vanløse,59,2,12.48851833,55.6810223,147.16,3164.64,151.93,391.33,2969.5
1943, 2.650.000kr. , Molsgade 1B ,8000 Aarhus C,57,2,10.21480078,56.1623697,295.51,1809.14,441.54,319.19,5612.45
1944, 2.950.000kr. , Perlegade 9 1 tv ,6400 Sønderborg,130,3,9.78955804,54.90979771,545.83,936.99,529.73,203.04,2014.19
1945, 2.950.000kr. , Perlegade 9 1 th ,6400 Sønderborg,126,3,9.78955804,54.90979771,545.83,936.99,529.73,203.04,2014.19
1946, 2.995.000kr. , Øster Teglgårdsvej 33,8800 Viborg,108,3,9.40684781,56.43198054,1121.8,2286.45,1374.29,743.24,2141.99
1947, 2.995.000kr. , Langdraget 31,2720 Vanløse,58,3,12.48928111,55.68208318,94.01,3296.41,120.09,392.3,2848.16
1948, 2.995.000kr. , Guldsmedestræde 4,2640 Hedehusene,91,3,12.20638195,55.64563835,126.52,2792.74,131.24,312.94,9095.7
1949, 3.100.000kr. , Søbakkevej 2,2640 Hedehusene,82,3,12.20791566,55.64427798,408.01,2927.23,412.83,504.76,9230.09
1950, 3.195.000kr. , Sønder Boulevard 22,1720 København V,49,2,12.55536505,55.66811656,183.56,1492.2,301.34,194.12,3772.57
1951, 3.195.000kr. , Garnisonsvej 42,3520 Farum,102,4,12.33767801,55.82589014,518.81,11831.77,1886.0,571.48,16049.89
1952, 3.195.000kr. , Bavnehøj Park 11,3500 Værløse,107,4,12.3709718,55.78709747,215.53,11229.52,261.64,550.68,10281.25
1953, 3.195.000kr. , Rødovrevej 173,2610 Rødovre,82,3,12.46421929,55.68519971,214.96,5165.42,430.79,337.77,5536.72
1954, 3.195.000kr. , Edvard Thomsens Vej 5D,2300 København S,71,2,12.57322387,55.63255788,218.19,855.32,645.81,207.19,5226.17
1955, 3.245.000kr. , Nordre Fasanvej 26,2000 Frederiksberg,50,2,12.52281623,55.68154376,317.67,2131.86,357.15,59.49,750.81
1956, 3.295.000kr. , Fiskedamsgade 27A,2100 København Ø,58,2,12.58677831,55.70023235,240.48,1337.92,173.88,508.9,2063.89
1957, 3.395.000kr. , Nørre Allé 82,8000 Aarhus C,76,3,10.2018987,56.15950816,421.53,1472.8,187.11,262.31,5173.51
1958, 3.575.000kr. , Mariendalsvej 26 3 tv ,2000 Frederiksberg,65,2,12.53821534,55.68922203,75.39,2881.59,763.72,520.11,1592.22
1959, 3.650.000kr. , Nordre Fasanvej 66,2000 Frederiksberg,67,2,12.52584498,55.68520918,316.91,2603.29,584.66,257.21,340.94
1960, 3.695.000kr. , Skanderborgvej 181B 1 ,8260 Viby J,159,5,10.16505154,56.12985862,397.72,1065.13,434.64,467.15,8939.36
1961, 3.995.000kr. , Drejøgade 26B,2100 København Ø,64,3,12.57224811,55.71103675,299.73,2762.34,638.02,192.6,2163.7
1962, 3.999.000kr. , Laksegade 20B,1063 København K,66,2,12.58326568,55.67801058,438.85,1161.36,468.02,256.21,2754.5
1963, 4.495.000kr. , Korsørgade 36,2100 København Ø,65,2,12.58401517,55.70705499,249.61,2039.05,365.47,155.21,2117.19
1964, 4.650.000kr. , Brannersvej 5,2920 Charlottenlund,97,4,12.56996607,55.75626693,557.63,3155.29,435.36,335.77,3866.01
1965, 4.695.000kr. , Steenwinkelsvej 6,1966 Frederiksberg C,76,3,12.55128376,55.68335855,265.33,1918.08,408.57,171.61,2076.52
1966, 4.895.000kr. , Porcelænshaven 10E,2000 Frederiksberg,70,3,12.52330295,55.67834036,134.86,1938.65,342.67,464.28,1206.4
1967, 4.895.000kr. , Gråspurvevej 49,2400 København NV,111,4,12.52339281,55.7035576,197.62,5316.63,536.51,417.88,2062.58
1968, 4.995.000kr. , Vejlesøparken 5,2840 Holte,126,5,12.46589585,55.80176872,220.26,3431.19,625.18,1088.45,10294.33
1969, 5.195.000kr. , Amager Strandvej 114C,2300 København S,85,3,12.63165559,55.66004257,544.55,4662.49,501.92,484.7,2008.33
1970, 5.700.000kr. , Torvegade 23,1400 København K,98,3,12.58975488,55.67347465,280.0,1848.22,400.47,233.02,3224.61
1971, 5.795.000kr. , Rosenvængets Hovedvej 34,2100 København Ø,93,3,12.58674059,55.70134214,146.94,1481.34,223.13,376.39,1698.7
1972, 5.995.000kr. , Rentemestervej 19B,2400 København NV,154,4,12.53004447,55.7057718,240.42,4802.32,360.36,357.84,1382.77
1973, 7.000.000kr. , Midtermolen 18,2100 København Ø,85,3,12.59775783,55.69749439,378.82,1091.78,1231.39,689.98,3127.21
1974, 7.400.000kr. , Indiakaj 7 2 tv ,2100 København Ø,105,3,12.59648641,55.69550339,105.15,791.2,930.81,472.7,2922.17
1975, 8.195.000kr. , Øresund Parkvej 11,2300 København S,126,4,12.62961339,55.66380228,523.5,4965.38,622.21,444.39,2326.42
1976, 9.000.000kr. , Øster Farimagsgade 28A 6 th ,2100 København Ø,88,3,12.57626022,55.69127029,145.12,1188.56,117.85,33.23,1199.9
