new_index,Pris,address,zipcode,m2,rooms,x,y,daycare_distance,train_distance,school_distance,supermarket_distance,hospital_distance
0, 265.000kr. , Nørmarkvej 29 1 12 ,7600 Struer,57,2,8.5958323,56.48271089,464.56,1594.73,1169.06,497.99,15116.95
1, 475.000kr. , Skelvangsvej 105,8920 Randers NV,67,2,10.01302461,56.48522697,490.1,3649.52,1510.22,1165.91,4289.22
2, 495.000kr. , Lyksborgvej 38,7500 Holstebro,43,2,8.61284016,56.37165312,259.2,1427.94,477.51,723.78,1964.17
3, 495.000kr. , Nyvangsvej 18,8900 Randers C,50,2,10.02736486,56.4666364,234.05,1197.57,358.13,404.26,2083.77
4, 525.000kr. , Dalgas Alle 109,7800 Skive,47,1,9.021491,56.54682621,892.49,2126.17,892.49,1217.77,3977.31
5, 595.000kr. , Lyngbyvej 239A,9480 Løkken,46,3,9.74688154,57.41270769,3513.54,17191.77,5792.11,5122.82,19086.03
6, 695.000kr. , Æbleparken 170,5270 Odense N,59,2,10.36899416,55.42685024,404.24,5047.22,1497.88,479.61,5985.07
7, 749.000kr. , Willemoesgade 7 ,9000 Aalborg,44,1,9.89967926,57.05506038,661.02,914.89,664.37,300.57,1257.92
8, 750.000kr. , Platanvej 36,8930 Randers NØ,81,2,10.04386857,56.48130565,172.74,4604.89,850.3,596.72,1869.29
9, 795.000kr. , Kirstinelundsparken 7 ,4930 Maribo,60,2,11.51132543,54.7759385,607.82,1409.96,306.71,317.66,1425.18
10, 895.000kr. , Søndermarken 26,3060 Espergærde,35,1,12.54251305,55.99407463,425.25,648.41,1006.23,377.4,7336.51
11, 895.000kr. , Nørrevold 11B,6800 Varde,60,2,8.47893135,55.623884,694.24,378.76,1047.2,302.67,18581.76
12, 950.000kr. , Ægirsvej 17,8920 Randers NV,92,4,10.01503438,56.47716908,697.84,2737.99,1196.78,561.67,3316.29
13, 955.000kr. , Østergade 40,8700 Horsens,52,2,9.85183156,55.86775272,150.36,2481.92,356.25,760.02,2266.99
14, 995.000kr. , Havnevej 24,4000 Roskilde,26,1,12.07686742,55.64687126,447.05,2233.84,896.23,878.14,2518.4
15, 995.000kr. , Lathyrusvej 4,8930 Randers NØ,80,3,10.02952359,56.47803822,451.53,2986.48,1011.02,765.16,2242.78
16, 995.000kr. , Udsigten 15,6000 Kolding,70,2,9.46203809,55.49909797,384.55,2137.63,955.73,191.57,1891.87
17, 998.000kr. , Kastetvej 15B,9000 Aalborg,48,2,9.90928424,57.05224107,166.39,442.08,235.16,408.91,534.35
18, 998.000kr. , Strubjerg 22,9400 Nørresundby,80,3,9.91792389,57.07263002,340.25,1522.02,1022.82,739.34,3907.8
19, 999.000kr. , Willemoesgade 7 ,9000 Aalborg,65,2,9.89967926,57.05506038,661.02,914.89,664.37,300.57,1257.92
20, 1.145.000kr. , Jernbanegade 29,7000 Fredericia,88,4,9.74214993,55.56705243,896.79,312.48,1015.8,361.98,10525.96
21, 1.150.000kr. , Snerlevej 11,9000 Aalborg,76,2,9.90627221,57.03343232,550.93,1987.82,969.64,327.86,804.5
22, 1.195.000kr. , Brunevang 92,2610 Rødovre,45,1,12.45133688,55.70595125,901.98,7449.1,669.58,368.49,4731.78
23, 1.248.000kr. , Marbækvej 10,6700 Esbjerg,68,2,8.43802893,55.47307158,541.42,1694.95,1040.54,292.02,1505.04
24, 1.248.000kr. , Vesterhavsgade 67,6700 Esbjerg,75,2,8.43551615,55.47036974,716.9,1614.76,1031.22,356.2,1863.65
25, 1.250.000kr. , Bragesvej 25,3000 Helsingør,40,2,12.59571387,56.03646723,499.83,1315.84,859.31,914.94,1438.77
26, 1.295.000kr. , Strubjerg 29,9400 Nørresundby,84,3,9.91978706,57.07136132,296.7,1527.97,1003.28,550.9,3617.87
27, 1.299.000kr. , Strubjerg 11,9400 Nørresundby,98,4,9.91792468,57.07183351,382.05,1430.02,951.12,715.74,3773.51
28, 1.495.000kr. , Malurtvej 23,9000 Aalborg,74,3,9.89983159,57.02408978,337.07,2585.99,1184.52,451.4,2051.44
29, 1.495.000kr. , Nyvangsvej 10,5000 Odense C,60,2,10.39933437,55.40715416,239.44,1496.73,757.26,588.68,4895.28
30, 1.495.000kr. , Hadsundvej 86H,9000 Aalborg,88,4,9.9530395,57.03594493,355.52,2799.03,459.03,278.02,3393.91
31, 1.498.000kr. , Tøndebindervej 4,2400 København NV,37,1,12.5354919,55.70677645,136.46,3870.65,478.16,292.73,932.47
32, 1.498.000kr. , Snerlevej 15,9000 Aalborg,110,4,9.90621339,57.03316871,553.64,2016.04,972.35,356.07,1126.48
33, 1.499.000kr. , Møllegade 10,8700 Horsens,116,4,9.84895279,55.86601073,383.61,2141.36,308.04,503.87,2129.53
34, 1.500.000kr. , Banegårdsplads 5B ,8382 Hinnerup,81,2,10.06041903,56.26291362,841.64,36.44,875.08,296.09,11954.96
35, 1.575.000kr. , Engblommevej 39,2400 København NV,35,1,12.52602638,55.72174726,439.67,3859.3,549.67,565.46,1925.54
36, 1.595.000kr. , Willemoesgade 7 2 th ,9000 Aalborg,84,3,9.89967926,57.05506038,661.02,914.89,664.37,300.57,1257.92
37, 1.645.000kr. , Snerlevej 54,3000 Helsingør,70,2,12.58999783,56.02183057,191.15,1832.26,296.45,1250.29,2111.56
38, 1.648.000kr. , Ålekistevej 53,2720 Vanløse,40,1,12.4842237,55.68086386,245.84,3113.76,320.59,53.99,3138.26
39, 1.675.000kr. , Mågevej 46,2400 København NV,54,2,12.52724677,55.70144962,288.44,3924.11,406.9,379.77,1823.24
40, 1.695.000kr. , Kantorparken 22,8240 Risskov,68,2,10.20984479,56.19769066,541.74,6489.84,1064.15,616.2,2934.77
41, 1.699.000kr. , Rebæk Søpark 3,2650 Hvidovre,61,2,12.45725527,55.66349042,331.9,5114.45,853.33,295.34,3509.07
42, 1.700.000kr. , Havnegade 19B 3 ,3600 Frederikssund,119,0,12.05795562,55.83912365,698.39,12271.44,494.82,150.26,2878.67
43, 1.725.000kr. , Jyllandsgade 11,8800 Viborg,93,3,9.39674683,56.44914602,1168.32,726.69,494.98,231.17,1349.69
44, 1.745.000kr. , Edelhoffvej 2A,8462 Harlev J,76,3,10.00172056,56.14197885,373.61,9957.21,688.7,462.18,14926.9
45, 1.750.000kr. , Kantorparken 8,8240 Risskov,68,3,10.20923384,56.19659143,642.46,6393.81,929.36,624.79,2887.85
46, 1.750.000kr. , Kildebakkegårds Alle 84,2860 Søborg,44,2,12.51111768,55.74188655,395.91,3721.54,529.22,503.1,2639.27
47, 1.795.000kr. , Smøgen 1,6950 Ringkøbing,123,3,8.24273089,56.09028417,1898.53,1046.76,1811.9,115.06,829.94
48, 1.798.000kr. , Blomsterlunden 63,8381 Tilst,59,3,10.1268793,56.18765491,1155.18,7157.52,1300.88,1736.27,4994.53
49, 1.850.000kr. , Hovedvejen 146,2600 Glostrup,68,2,12.39184294,55.6660282,197.99,917.32,321.14,227.66,1458.6
50, 1.895.000kr. , Østervej 25,2600 Glostrup,66,2,12.39122503,55.6678465,410.66,916.55,506.1,523.63,632.8
51, 1.895.000kr. , Jansvej 1,2300 København S,43,2,12.61707276,55.6469749,150.07,2708.46,51.32,195.32,1273.13
52, 1.980.000kr. , Skejbygårdsvej 56,8240 Risskov,64,2,10.19854287,56.19751767,395.19,6506.71,336.68,499.08,2282.72
53, 1.995.000kr. , Frederiksdalsvej 105B,2830 Virum,52,2,12.46852987,55.79460266,417.71,2537.2,927.05,301.17,9400.33
54, 1.995.000kr. , Birkerød Parkvej 44,3460 Birkerød,75,3,12.41497851,55.83788541,233.83,10095.94,395.68,1279.05,14511.76
55, 2.095.000kr. , Gladsaxevej 69,2860 Søborg,55,2,12.51455727,55.72917461,270.69,4448.95,965.96,572.01,3003.4
56, 2.125.000kr. , Roskildevænget 31,4000 Roskilde,76,3,12.09345174,55.62820233,324.84,2151.05,469.32,260.74,1345.17
57, 2.150.000kr. , Marselis Boulevard 134,8000 Aarhus C,52,2,10.18056868,56.1396762,334.87,2386.38,1158.29,233.87,7646.6
58, 2.300.000kr. , Pærevangen 7,2765 Smørum,56,2,12.31318936,55.74364999,548.94,13991.81,577.04,1025.74,10466.55
59, 2.350.000kr. , Lehwaldsvej 3,2800 Kongens Lyngby,68,2,12.50084588,55.7682928,218.45,918.28,301.46,268.74,5235.99
60, 2.395.000kr. , Kastrupkrogen 17,2770 Kastrup,54,2,12.64369502,55.63690397,192.5,1794.3,547.14,219.97,3103.99
61, 2.495.000kr. , Tyrolsgade 12,2300 København S,45,2,12.60914969,55.65943455,170.17,3625.44,608.66,152.68,1384.81
62, 2.495.000kr. , Hollandsvej 9,2800 Kongens Lyngby,56,2,12.50615622,55.76485713,440.01,1157.53,798.01,542.75,4584.04
63, 2.495.000kr. , Johan Kellers Vej 59,2450 København SV,59,2,12.53590983,55.65450922,396.13,1859.04,465.41,553.37,4593.61
64, 2.495.000kr. , Østerbæksvej 18,5230 Odense M,81,3,10.39837568,55.38358874,188.6,2225.43,441.37,396.58,2748.78
65, 2.495.000kr. , Taastrup Hovedgade 111A,2630 Taastrup,68,3,12.29987109,55.64781286,453.05,2431.81,459.6,471.67,7558.1
66, 2.500.000kr. , Skaffervej 11 st th ,2400 København NV,56,2,12.53325459,55.70594391,152.14,3815.82,420.53,265.72,1199.25
67, 2.595.000kr. , Elmelyparken 7B,2680 Solrød Strand,99,3,12.21148247,55.53420278,719.69,7171.4,867.28,381.17,11824.31
68, 2.650.000kr. , Holsedore 18,5000 Odense C,78,2,10.38540952,55.39372974,493.74,1092.14,559.01,275.46,2049.17
69, 2.695.000kr. , Rådmandsgade 40B,2200 København N,56,2,12.55172668,55.7000336,67.14,2801.14,197.67,183.91,1316.09
70, 2.695.000kr. , A.Andersens Vej 1A ,8600 Silkeborg,180,5,9.58103455,56.19021868,275.57,4528.07,1338.14,279.14,3550.9
71, 2.695.000kr. , Dybbølsgade 11,1721 København V,61,2,12.55716219,55.66538624,351.23,1248.68,354.11,380.45,4251.25
72, 2.795.000kr. , Eriksgade 5,1708 København V,41,2,12.55774534,55.66964157,204.46,728.97,110.86,145.34,3502.74
73, 2.795.000kr. , Frederiksborgvej 17,2400 København NV,71,2,12.53291706,55.70304124,431.86,3632.49,434.32,182.51,1600.91
74, 2.795.000kr. , Englandsvej 14,2300 København S,58,3,12.60558363,55.6573594,300.54,3355.08,605.7,162.65,1331.14
75, 2.795.000kr. , Ålandsgade 3,2300 København S,49,2,12.60469743,55.66440392,132.81,3113.31,142.34,316.82,1680.05
76, 2.798.000kr. , Mejlbyvej 687,8530 Hjortshøj,238,7,10.21220528,56.30156512,2034.03,11295.46,1565.37,58.66,23450.25
77, 2.850.000kr. , Randersgade 17,2100 København Ø,53,2,12.58117575,55.70319106,135.76,1760.61,69.49,317.44,1513.85
78, 2.850.000kr. , Himmerlandsvej 31,2720 Vanløse,70,4,12.50892363,55.69372892,184.93,4403.57,519.32,174.41,1576.17
79, 2.875.000kr. , Grønnegården 623A ,2670 Greve,81,4,12.3409481,55.5981809,332.42,10363.26,1210.62,1199.91,10701.67
80, 2.895.000kr. , Jens Benzons Gade 34,5000 Odense C,102,3,10.37404239,55.39539734,348.6,1280.53,301.66,364.86,1578.34
81, 2.895.000kr. , Nordborggade 38,8000 Aarhus C,77,3,10.18485009,56.14626649,413.63,1789.98,408.0,567.38,6671.48
82, 2.995.000kr. , Nørregade 26,5000 Odense C,125,5,10.38830243,55.3981851,344.23,575.53,215.71,226.16,2631.04
83, 2.995.000kr. , Kildebakkegårds Alle 108,2860 Søborg,58,5,12.50803132,55.74210177,392.7,3575.46,337.24,385.82,2702.29
84, 2.995.000kr. , Rumæniensgade 4,2300 København S,65,2,12.61385811,55.65991681,315.55,3939.43,656.35,344.27,1287.1
85, 2.995.000kr. , Stengade 26C,3000 Helsingør,147,4,12.61036032,56.03325555,59.81,772.43,805.2,191.51,480.55
86, 2.995.000kr. , Gl Stationsvej 45 ,8940 Randers SV,123,3,10.04050732,56.45327948,1054.71,1732.73,1527.1,452.22,2520.45
87, 3.150.000kr. , Søllerød Park 4,2840 Holte,88,3,12.50592181,55.80929778,402.21,1769.42,511.28,269.88,11742.81
88, 3.195.000kr. , Jensløvs Tværvej 10,2920 Charlottenlund,89,2,12.57003799,55.75314786,277.93,3285.01,812.36,276.62,3586.31
89, 3.195.000kr. , Marstalsgade 20,2100 København Ø,55,2,12.58686333,55.70367903,261.67,1590.92,236.71,210.28,1979.69
90, 3.195.000kr. , Nordre Frihavnsgade 100A,2100 København Ø,57,2,12.58980805,55.70349964,351.34,1615.89,259.18,339.65,2077.06
91, 3.295.000kr. , Østerdalsgade 5,2300 København S,74,3,12.60255002,55.65514486,166.38,3020.31,410.14,319.52,1999.47
92, 3.298.000kr. , Sølystgade 53,8000 Aarhus C,74,3,10.20417089,56.16175488,230.13,1861.14,175.95,342.16,4936.25
93, 3.395.000kr. , Ægirsgade 18,2200 København N,70,3,12.54586385,55.69878281,131.08,2659.95,397.38,364.68,2122.86
94, 3.395.000kr. , Godsbanegade 7,1722 København V,55,2,12.55438402,55.66660283,102.61,1590.95,367.09,310.12,4002.62
95, 3.450.000kr. , Åhusene 9,8000 Aarhus C,69,3,10.18724929,56.15282081,485.63,1946.59,1418.22,209.44,6004.01
96, 3.450.000kr. , Harald Jensens Plads 17,8000 Aarhus C,93,3,10.18864701,56.14298178,561.42,1492.4,552.62,357.5,6750.91
97, 3.495.000kr. , Carl Langes Vej 48,2500 Valby,80,3,12.50091883,55.66367238,429.8,1522.05,709.68,489.63,3531.85
98, 3.495.000kr. , Heimdalsgade 34,2200 København N,71,3,12.54508039,55.70244817,94.35,3176.73,634.56,143.22,1424.45
99, 3.495.000kr. , Gl Stationsvej 45 ,8940 Randers SV,118,4,10.04050732,56.45327948,1054.71,1732.73,1527.1,452.22,2520.45
100, 3.495.000kr. , Uffesgade 10,2200 København N,55,2,12.54841555,55.69541564,134.87,2184.75,387.84,148.16,1584.49
101, 3.695.000kr. , Roret 143 ,3070 Snekkersten,112,3,12.57178514,56.01262491,688.36,1518.89,993.53,1130.67,3881.74
102, 3.795.000kr. , Bernstorffsvej 69B,2900 Hellerup,88,3,12.55555607,55.73571705,134.51,1074.97,643.92,1021.7,911.47
103, 3.795.000kr. , Vibevej 47,2400 København NV,78,3,12.530288,55.69895184,133.57,3587.61,118.16,505.94,2058.64
104, 3.850.000kr. , Studsgaardsgade 14,2100 København Ø,66,3,12.55756428,55.70927092,307.43,3721.08,521.92,164.17,1786.03
105, 3.875.000kr. , Kirkebjerg Parkvej 2B,2600 Glostrup,106,4,12.39408408,55.66108372,836.12,1814.87,891.39,701.61,2153.72
106, 3.895.000kr. , Esthersvej 45,2900 Hellerup,88,3,12.56553792,55.73243346,316.7,975.97,548.56,258.04,1607.37
107, 3.995.000kr. , Christiansgade 29 3 th ,8000 Aarhus C,104,4,10.20316598,56.15549281,761.35,1195.84,638.14,319.7,5701.16
108, 3.995.000kr. , Skt Pauls Gade 12,8000 Aarhus C,75,3,10.20542531,56.14666503,350.29,685.34,609.43,170.47,6604.35
109, 3.995.000kr. , Gl Stationsvej 45 ,8940 Randers SV,145,3,10.04050732,56.45327948,1054.71,1732.73,1527.1,452.22,2520.45
110, 3.995.000kr. , Bonkesvej 3A,2650 Hvidovre,107,4,12.47301852,55.65937342,644.39,4169.0,509.14,445.8,1846.7
111, 3.995.000kr. , Gl Stationsvej 45 ,8940 Randers SV,124,4,10.04050732,56.45327948,1054.71,1732.73,1527.1,452.22,2520.45
112, 3.995.000kr. , Gl Stationsvej 45 ,8940 Randers SV,118,3,10.04050732,56.45327948,1054.71,1732.73,1527.1,452.22,2520.45
113, 3.995.000kr. , Gl Stationsvej 45 ,8940 Randers SV,118,4,10.04050732,56.45327948,1054.71,1732.73,1527.1,452.22,2520.45
114, 3.998.000kr. , Skernvej 12,8000 Aarhus C,95,3,10.18925896,56.15778392,281.09,1662.97,1133.78,699.37,5062.88
115, 4.145.000kr. , Hollændervej 4B,1855 Frederiksberg C,97,4,12.53761323,55.67613487,133.35,2220.23,52.7,339.79,2055.4
116, 4.395.000kr. , Johan Wilmanns Vej 4,2800 Kongens Lyngby,82,3,12.50208911,55.76498698,208.92,1175.76,661.54,526.22,4774.17
117, 4.395.000kr. , Gl Stationsvej 45 ,8940 Randers SV,133,3,10.04050732,56.45327948,1054.71,1732.73,1527.1,452.22,2520.45
118, 4.495.000kr. , Edvard Thomsens Vej 69,2300 København S,108,3,12.57810851,55.63263825,169.85,584.08,361.5,228.55,4628.77
119, 4.600.000kr. , Skovvejen 44E,8000 Aarhus C,87,4,10.21935945,56.16788232,758.01,2449.56,1079.81,493.21,5442.97
120, 4.695.000kr. , Plantagevej 86,2610 Rødovre,107,4,12.43787745,55.67804893,710.97,4146.32,1457.61,1218.45,4834.86
121, 4.795.000kr. , Kong Georgs Vej 53,2000 Frederiksberg,83,3,12.53270783,55.68850394,166.66,3202.11,701.76,389.62,1080.94
122, 4.895.000kr. , Øresundsvej 144A,2300 København S,80,2,12.62801251,55.66047641,285.39,4940.55,740.06,535.84,1277.57
123, 4.895.000kr. , Gl Stationsvej 45 ,8940 Randers SV,161,4,10.04050732,56.45327948,1054.71,1732.73,1527.1,452.22,2520.45
124, 4.895.000kr. , Gl Stationsvej 45 ,8940 Randers SV,161,4,10.04050732,56.45327948,1054.71,1732.73,1527.1,452.22,2520.45
125, 4.995.000kr. , Nordre Fasanvej 164,2000 Frederiksberg,92,4,12.53381052,55.6942885,481.82,3317.41,645.36,166.22,1446.53
126, 4.998.000kr. , Helga Pedersens Gade 9,8000 Aarhus C,113,4,10.23014864,56.16654773,1387.26,2819.72,1755.61,1227.86,6484.53
127, 5.295.000kr. , Julius Posselts Vej 3A,9400 Nørresundby,128,4,9.89978971,57.06557038,699.3,442.29,807.49,802.24,3131.69
128, 5.695.000kr. , Høje Skodsborgvej 26,2942 Skodsborg,79,3,12.57351439,55.82882974,2870.95,869.36,3163.83,2601.66,14741.08
129, 5.995.000kr. , Brogårdsvej 25,2820 Gentofte,171,6,12.53817399,55.75353232,401.1,1804.4,519.76,897.36,2566.33
130, 5.995.000kr. , Gernersgade 11,1319 København K,78,3,12.58900703,55.68760376,348.95,1064.24,528.95,228.86,2493.28
131, 6.175.000kr. , Platanvej 7,1810 Frederiksberg C,92,3,12.5404214,55.67287382,276.63,1998.32,518.91,349.38,3213.49
132, 6.350.000kr. , Bryggernes Plads 20,1799 København V,91,3,12.53182772,55.66633791,333.9,1526.26,715.43,389.82,3887.81
133, 6.495.000kr. , Amager Boulevard 110,2300 København S,122,4,12.59378819,55.66651293,348.97,2455.47,595.57,426.61,2780.21
134, 6.500.000kr. , Richard Boones Vej 6,2450 København SV,103,3,12.54716894,55.64774105,270.59,2955.1,740.85,359.26,6676.56
135, 6.595.000kr. , Gyldenløvesgade 21,1600 København V,123,4,12.56097076,55.68053144,436.8,1245.99,879.33,448.2,2758.92
136, 6.898.000kr. , Beddingen 7B,9000 Aalborg,200,4,9.94405905,57.04795036,1102.7,2487.56,1555.09,462.48,2706.79
137, 6.995.000kr. , Jagtvej 191,2100 København Ø,126,4,12.56907734,55.70776055,370.73,2780.94,210.73,442.08,1911.31
138, 7.195.000kr. , Adelgade 1,1304 København K,116,3,12.58221513,55.6825014,20.01,809.88,579.21,91.23,2272.85
139, 7.495.000kr. , Markskellet 10,2720 Vanløse,220,6,12.49229167,55.69431655,363.99,5030.4,708.62,176.89,2777.0
140, 7.498.000kr. , Teglholmens Østkaj 32,2450 København SV,111,3,12.55393972,55.6480783,355.27,3167.15,463.1,287.66,6416.02
141, 7.795.000kr. , Lille Strandvej 2A,2900 Hellerup,117,4,12.57579217,55.73440064,287.88,1063.31,538.1,233.17,2596.61
142, 7.795.000kr. , Strandgade 14,1401 København K,104,3,12.58901564,55.67337751,338.79,1830.91,459.16,291.81,3283.3
143, 8.495.000kr. , Holsedore 18C,5000 Odense C,223,5,10.38546204,55.39341518,522.41,1461.71,587.58,304.03,1833.42
144, 8.495.000kr. , Vodroffsvej 26 st th ,1900 Frederiksberg C,122,4,12.55494899,55.67792188,258.67,1151.1,282.6,483.61,2605.37
145, 8.498.000kr. , Willemoesgade 63,2100 København Ø,126,4,12.58622209,55.69868269,190.63,981.66,197.02,218.83,1713.7
146, 14.500.000kr. , Klerkegade 2A,1308 København K,151,4,12.58704609,55.68614745,208.15,1482.78,394.48,97.75,2204.08
147, 17.998.000kr. , Trangravsvej 57,1436 København K,132,4,12.5972604,55.679223,619.98,2342.99,824.78,380.28,3831.83
148, 19.995.000kr. , Norgesmindevej 31,2900 Hellerup,209,0,12.57013273,55.72550719,43.9,694.45,880.69,568.1,2538.05
149, 595.000kr. , Parkvej 10 4 th ,4700 Næstved,96,3,11.75390373,55.21781924,526.14,2530.52,742.9,339.3,3136.23
150, 895.000kr. , Fasanvej 34,8800 Viborg,93,4,9.38589721,56.44855015,512.54,1126.52,961.74,927.46,1597.41
151, 1.395.000kr. , Torvegade 16C 2 tv ,4640 Faxe,110,4,12.12027006,55.25771394,301.1,2222.78,1190.87,64.21,25035.53
152, 1.545.000kr. , Vesterbro 57 4 th ,9000 Aalborg,66,2,9.91420778,57.04700115,578.63,561.55,743.43,357.33,653.54
153, 1.595.000kr. , Præstekærvej 20,2700 Brønshøj,41,1,12.49282199,55.70598471,84.91,6472.88,349.13,125.42,3553.08
154, 1.695.000kr. , Karensmindevej 1 st th ,4300 Holbæk,66,2,11.71740936,55.71263754,130.17,816.84,908.48,293.52,296.2
155, 1.995.000kr. , Schleppegrellsgade 78 2 tv ,9000 Aalborg,71,3,9.90252625,57.05513801,801.55,712.96,822.2,334.14,1260.09
156, 2.195.000kr. , Krudttårnsbakken 5,3300 Frederiksværk,99,3,12.02681984,55.96826524,736.32,1102.16,1171.69,875.43,15114.32
157, 2.995.000kr. , Vermlandsgade 76 2 th ,2300 København S,61,2,12.61142951,55.6666676,348.21,3525.35,302.08,390.39,1760.72
158, 3.750.000kr. , Falstersgade 46,8000 Aarhus C,83,3,10.19940721,56.16432611,84.88,2114.44,384.74,400.05,4407.94
159, 4.295.000kr. , Niels Hemmingsens Gade 23,1153 København K,99,2,12.57575419,55.68033008,135.77,534.78,538.64,275.43,2669.22
160, 17.500.000kr. , Livjægergade 21 1 tv ,2100 København Ø,226,6,12.5872678,55.69748434,236.18,958.9,315.16,210.98,2013.97
161, 545.000kr. , Grønningen 29R ,9800 Hjørring,46,2,10.0078319,57.45027071,695.26,1046.47,1108.43,1021.21,1317.16
162, 550.000kr. , Frederikssundsvej 346,2700 Brønshøj,35,1,12.46989281,55.7129811,532.94,7022.25,586.89,112.97,3391.83
163, 1.195.000kr. , Floravænget 24,5250 Odense SV,82,3,10.35671027,55.36415332,527.27,1851.55,1125.47,650.28,3290.8
164, 1.245.000kr. , Dr. Holsts Vej 48,8230 Åbyhøj,47,2,10.14479629,56.1598391,66.88,4790.43,1111.04,1040.99,5398.34
165, 1.245.000kr. , Grønnegade 14,9000 Aalborg,53,2,9.95094552,57.04363088,569.75,2376.37,1048.74,459.96,3003.54
166, 1.295.000kr. , Norgesgade 16,9000 Aalborg,55,2,9.94569743,57.04304758,466.28,1942.41,1021.46,370.83,2728.37
167, 1.300.000kr. , Fredskovhellet 2H,3400 Hillerød,60,1,12.33627431,55.93301287,314.86,2366.6,1442.15,1159.01,1054.2
168, 1.350.000kr. , Rugmarken 39,3520 Farum,39,1,12.36320687,55.81860017,806.06,12910.64,1076.86,1257.84,13354.85
169, 1.375.000kr. , Agerskovvej 4A,2610 Rødovre,52,1,12.46253784,55.6712822,534.27,3673.33,488.11,351.45,4347.15
170, 1.378.000kr. , Engvej 8 1 ,9400 Nørresundby,96,3,9.9274624,57.05731236,346.82,1668.55,585.6,432.78,1548.18
171, 1.395.000kr. , Østre Alle 38,9000 Aalborg,56,2,9.94605122,57.04236411,469.86,1982.89,1061.94,374.41,2835.55
172, 1.425.000kr. , Blomstermarken 109,9000 Aalborg,83,3,9.90086654,57.02628743,117.6,2856.64,1299.32,261.43,1861.47
173, 1.495.000kr. , Munkevænget 18,4180 Sorø,79,2,11.55500371,55.43271858,826.82,2291.18,378.69,1500.25,15114.21
174, 1.595.000kr. , Bådehavnsgade 43 ,2450 København SV,50,1,12.54082238,55.6412639,1373.66,2611.42,1361.3,1272.53,6461.89
175, 1.645.000kr. , Østergade 29C,4700 Næstved,100,4,11.76353623,55.22736415,698.73,937.03,351.76,193.75,1600.24
176, 1.748.000kr. , Rundhøj Allé 114,8270 Højbjerg,87,3,10.17324158,56.11845492,183.13,1572.53,385.09,559.0,10805.86
177, 1.750.000kr. , Ryetvej 19,3500 Værløse,63,2,12.36707957,55.78700734,224.64,11001.03,233.35,641.09,10052.75
178, 1.775.000kr. , Dronningensgade 51,5000 Odense C,62,3,10.37433817,55.39636764,333.21,1140.84,443.67,431.87,2133.38
179, 1.795.000kr. , Agerskovvej 4K,2610 Rødovre,70,2,12.46238431,55.67092769,453.16,3794.07,407.0,432.24,4319.16
180, 1.795.000kr. , Kochsgade 8,5000 Odense C,75,2,10.39225399,55.40273565,270.93,903.98,593.01,356.9,3668.53
181, 1.898.000kr. , Silkeborgvej 317,8230 Åbyhøj,61,2,10.15438707,56.15428228,518.66,3786.99,934.6,531.35,6116.29
182, 1.945.000kr. , Poppel Alle 11,4000 Roskilde,57,2,12.05687011,55.63711329,520.4,2393.7,637.29,506.4,2678.26
183, 1.945.000kr. , Usserød Kongevej 35A,2970 Hørsholm,60,2,12.49770935,55.88410861,198.87,2609.97,994.86,418.77,16449.8
184, 1.950.000kr. , Egeparken 3,9000 Aalborg,76,2,9.94719083,57.02808948,553.87,3142.31,151.85,449.37,3614.08
185, 1.995.000kr. , Astersvej 33,4600 Køge,69,2,12.17089953,55.445645,612.91,1875.48,479.09,571.0,4927.36
186, 1.995.000kr. , Vejlebrovej 56,2635 Ishøj,74,2,12.36047221,55.61160083,463.56,9352.92,674.4,640.0,9691.33
187, 1.998.000kr. , Badevej 20N,6950 Ringkøbing,76,3,8.11147908,56.11926218,5325.3,10106.33,6007.54,389.78,10481.01
188, 2.095.000kr. , Ejboparken 83B ,4000 Roskilde,75,2,12.06551132,55.62902133,259.64,2799.07,1131.06,887.45,2213.83
189, 2.095.000kr. , Astrupvej 78,2700 Brønshøj,56,2,12.49300111,55.70503587,125.48,6226.75,238.39,116.89,3432.65
190, 2.195.000kr. , Borgmester Christiansens Gade 4,2450 København SV,49,2,12.52917779,55.6497347,400.31,1001.56,344.88,332.12,5413.92
191, 2.295.000kr. , Rytterstaldstræde 3A,4200 Slagelse,136,4,11.35444322,55.40074563,618.83,1330.94,762.6,376.13,1220.79
192, 2.295.000kr. , Maglekæret 22D ,2680 Solrød Strand,82,3,12.2068609,55.52203168,631.05,6174.69,766.51,1760.29,7249.64
193, 2.298.000kr. , Norgesgade 18,9000 Aalborg,69,3,9.94581591,57.04298847,456.43,1952.16,1031.21,360.98,2730.92
194, 2.395.000kr. , Slangerupgade 25B,3400 Hillerød,80,3,12.29641453,55.92961328,484.11,1327.15,369.43,270.88,2880.76
195, 2.395.000kr. , Eremitageparken 201,2800 Kongens Lyngby,59,2,12.5343148,55.79293034,472.81,1878.63,1312.15,609.35,7779.86
196, 2.395.000kr. , Enggårdsgade 48,9000 Aalborg,118,4,9.91520169,57.02813839,29.08,2198.31,188.42,1180.15,1744.39
197, 2.395.000kr. , Rådhustorvet 37 ,3660 Stenløse,79,3,12.19642011,55.76773039,390.89,17476.09,542.57,143.5,14172.55
198, 2.495.000kr. , Østergade 10,4700 Næstved,129,4,11.76122384,55.2291538,449.99,1396.91,598.42,91.21,1936.52
